ID	IRI	LABEL
http://pygraf.t/C1	http://pygraf.t/C1	
http://pygraf.t/C10	http://pygraf.t/C10	
http://pygraf.t/C2	http://pygraf.t/C2	
http://pygraf.t/C3	http://pygraf.t/C3	
http://pygraf.t/C4	http://pygraf.t/C4	
http://pygraf.t/C5	http://pygraf.t/C5	
http://pygraf.t/C6	http://pygraf.t/C6	
http://pygraf.t/C7	http://pygraf.t/C7	
http://pygraf.t/C8	http://pygraf.t/C8	
http://pygraf.t/C9	http://pygraf.t/C9	
http://pygraf.t/E100	http://pygraf.t/E100	Super Node Alpha
http://pygraf.t/E1000	http://pygraf.t/E1000	Multiplex Node Kappa
http://pygraf.t/E200	http://pygraf.t/E200	Hub Node Beta
http://pygraf.t/E300	http://pygraf.t/E300	High-degree Node Gamma
http://pygraf.t/E400	http://pygraf.t/E400	Central Node Delta
http://pygraf.t/E500	http://pygraf.t/E500	Connector Node Epsilon
http://pygraf.t/E600	http://pygraf.t/E600	Intermediary Node Zeta
http://pygraf.t/E700	http://pygraf.t/E700	Multiplex Node Eta
http://pygraf.t/E710	http://pygraf.t/E710	Intermediary Node Lambda
http://pygraf.t/E720	http://pygraf.t/E720	Intermediary Node Mu
http://pygraf.t/E730	http://pygraf.t/E730	Multiplex Node Nu
http://pygraf.t/E740	http://pygraf.t/E740	Central Node Xi
http://pygraf.t/E750	http://pygraf.t/E750	Hub Node Omicron
http://pygraf.t/E760	http://pygraf.t/E760	Connector Node Pi
http://pygraf.t/E770	http://pygraf.t/E770	Super Node Rho
http://pygraf.t/E800	http://pygraf.t/E800	Connector Node Theta
http://pygraf.t/E900	http://pygraf.t/E900	Peripheral Node Iota
