ID	IRI	LABEL
http://pygraf.t/C1	http://pygraf.t/C1	
http://pygraf.t/C10	http://pygraf.t/C10	
http://pygraf.t/C2	http://pygraf.t/C2	
http://pygraf.t/C3	http://pygraf.t/C3	
http://pygraf.t/C4	http://pygraf.t/C4	
http://pygraf.t/C5	http://pygraf.t/C5	
http://pygraf.t/C9	http://pygraf.t/C9	
http://pygraf.t/E2001	http://pygraf.t/E2001	Central Hub Node
http://pygraf.t/E2002	http://pygraf.t/E2002	High-degree Node
http://pygraf.t/E2003	http://pygraf.t/E2003	Central Node
http://pygraf.t/E2004	http://pygraf.t/E2004	Connector Node
http://pygraf.t/E2005	http://pygraf.t/E2005	Intermediary Node
http://pygraf.t/E2006	http://pygraf.t/E2006	Multiplex Node
http://pygraf.t/E2007	http://pygraf.t/E2007	Super Node
http://pygraf.t/E2008	http://pygraf.t/E2008	Peripheral Node A
http://pygraf.t/E2009	http://pygraf.t/E2009	Peripheral Node B
http://pygraf.t/E2010	http://pygraf.t/E2010	Connector Node C2
http://pygraf.t/E2011	http://pygraf.t/E2011	Bridge Node
http://pygraf.t/E2012	http://pygraf.t/E2012	Subgroup Node
http://pygraf.t/E2013	http://pygraf.t/E2013	Cluster Node
http://pygraf.t/E2014	http://pygraf.t/E2014	Satellite Node
http://pygraf.t/E2015	http://pygraf.t/E2015	C1 Connector
http://pygraf.t/E2016	http://pygraf.t/E2016	C4 Intermediary
http://pygraf.t/E2017	http://pygraf.t/E2017	Leaf Node
http://pygraf.t/E2018	http://pygraf.t/E2018	Intermediary Leaf
http://pygraf.t/E2019	http://pygraf.t/E2019	C3 Bridge
