ID	IRI	LABEL
http://example.com/ApplicationA	http://example.com/ApplicationA	Central Application
http://example.com/ApplicationB	http://example.com/ApplicationB	Reporting Application
http://example.com/ApplicationC	http://example.com/ApplicationC	Authentication Service
http://example.com/ApplicationD	http://example.com/ApplicationD	Data Ingestion Application
http://example.com/ApplicationE	http://example.com/ApplicationE	Monitoring Application
http://example.com/ModuleA1	http://example.com/ModuleA1	Central Application - Production
http://example.com/ModuleA2	http://example.com/ModuleA2	Central Application - Development
http://example.com/ModuleB1	http://example.com/ModuleB1	Reporting Application - Production
http://example.com/ModuleC1	http://example.com/ModuleC1	Authentication Service - Production
http://example.com/ModuleD1	http://example.com/ModuleD1	Data Ingestion Application - Production
http://example.com/ModuleE1	http://example.com/ModuleE1	Monitoring Application - Production
http://example.com/ServiceX	http://example.com/ServiceX	Core Service X
http://example.com/ServiceY	http://example.com/ServiceY	Security Service Y
http://example.com/ServiceZ	http://example.com/ServiceZ	Monitoring Service Z
http://example.com/TeamAlpha	http://example.com/TeamAlpha	Team Alpha
http://example.com/TeamBeta	http://example.com/TeamBeta	Team Beta
http://example.com/TeamDelta	http://example.com/TeamDelta	Team Delta
http://example.com/TeamEpsilon	http://example.com/TeamEpsilon	Team Epsilon
http://example.com/TeamEta	http://example.com/TeamEta	Team Eta
http://example.com/TeamGamma	http://example.com/TeamGamma	Team Gamma
http://example.com/TeamIota	http://example.com/TeamIota	Team Iota
http://example.com/TeamKappa	http://example.com/TeamKappa	Team Kappa
http://example.com/TeamLambda	http://example.com/TeamLambda	Team Lambda
http://example.com/TeamMu	http://example.com/TeamMu	Team Mu
http://example.com/TeamTheta	http://example.com/TeamTheta	Team Theta
http://example.com/TeamZeta	http://example.com/TeamZeta	Team Zeta
http://www.w3.org/ns/org#OrganizationalUnit	http://www.w3.org/ns/org#OrganizationalUnit	
https://w3id.org/noria/ontology/Application	https://w3id.org/noria/ontology/Application	
https://w3id.org/noria/ontology/ApplicationModule	https://w3id.org/noria/ontology/ApplicationModule	
https://w3id.org/noria/ontology/Service	https://w3id.org/noria/ontology/Service	
