ID	IRI	LABEL
http://pygraf.t/C10	http://pygraf.t/C10	
http://pygraf.t/CentralNode	http://pygraf.t/CentralNode	Central Node
http://pygraf.t/ConnectorNode	http://pygraf.t/ConnectorNode	Connector Node
http://pygraf.t/E1001	http://pygraf.t/E1001	Hub Entity 1
http://pygraf.t/E1002	http://pygraf.t/E1002	High Degree Entity 2
http://pygraf.t/E1003	http://pygraf.t/E1003	Central Entity 3
http://pygraf.t/E1004	http://pygraf.t/E1004	Connector Entity 4
http://pygraf.t/E1005	http://pygraf.t/E1005	Intermediary Entity 5
http://pygraf.t/E1006	http://pygraf.t/E1006	Multiplex Entity 6
http://pygraf.t/E1007	http://pygraf.t/E1007	Super Entity 7
http://pygraf.t/E1011	http://pygraf.t/E1011	High Degree Entity 11
http://pygraf.t/E1012	http://pygraf.t/E1012	Intermediary Entity 12
http://pygraf.t/E1013	http://pygraf.t/E1013	Connector Entity 13
http://pygraf.t/E1014	http://pygraf.t/E1014	Multiplex Entity 14
http://pygraf.t/E1015	http://pygraf.t/E1015	Super Entity 15
http://pygraf.t/HighDegreeNode	http://pygraf.t/HighDegreeNode	High-Degree Node
http://pygraf.t/HubNode	http://pygraf.t/HubNode	Hub Node
http://pygraf.t/IntermediaryNode	http://pygraf.t/IntermediaryNode	Intermediary Node
http://pygraf.t/MultiplexNode	http://pygraf.t/MultiplexNode	Multiplex Node
http://pygraf.t/SuperNode	http://pygraf.t/SuperNode	Super Node
