ID	IRI	LABEL
http://pygraf.t/C10	http://pygraf.t/C10	
http://pygraf.t/CentralNode	http://pygraf.t/CentralNode	Central Node
http://pygraf.t/ConnectorNode	http://pygraf.t/ConnectorNode	Connector Node
http://pygraf.t/E1001	http://pygraf.t/E1001	Main Hub
http://pygraf.t/E1022	http://pygraf.t/E1022	High Degree Node A
http://pygraf.t/E1033	http://pygraf.t/E1033	High Degree Node B
http://pygraf.t/E1044	http://pygraf.t/E1044	Connector Node 1
http://pygraf.t/E1055	http://pygraf.t/E1055	Intermediary Node
http://pygraf.t/E1066	http://pygraf.t/E1066	Multiplex Node
http://pygraf.t/E1077	http://pygraf.t/E1077	Super Node
http://pygraf.t/E1088	http://pygraf.t/E1088	High Degree Node C
http://pygraf.t/E1099	http://pygraf.t/E1099	Connector Node 2
http://pygraf.t/E1100	http://pygraf.t/E1100	Super Node 2
http://pygraf.t/E1111	http://pygraf.t/E1111	Central Node Alpha
http://pygraf.t/E1122	http://pygraf.t/E1122	High Degree Node Alpha
http://pygraf.t/E1133	http://pygraf.t/E1133	Intermediary Node Beta
http://pygraf.t/E1144	http://pygraf.t/E1144	Multiplex Node Beta
http://pygraf.t/E1155	http://pygraf.t/E1155	Super Node Beta
http://pygraf.t/HighDegreeNode	http://pygraf.t/HighDegreeNode	High-Degree Node
http://pygraf.t/HubNode	http://pygraf.t/HubNode	Hub Node
http://pygraf.t/IntermediaryNode	http://pygraf.t/IntermediaryNode	Intermediary Node
http://pygraf.t/MultiplexNode	http://pygraf.t/MultiplexNode	Multiplex Node
http://pygraf.t/SuperNode	http://pygraf.t/SuperNode	Super Node
