ID	IRI	LABEL
http://pygraf.t/CentralNode	http://pygraf.t/CentralNode	Central Node
http://pygraf.t/ConnectorNode	http://pygraf.t/ConnectorNode	Connector Node
http://pygraf.t/HighDegreeNode	http://pygraf.t/HighDegreeNode	High-Degree Node
http://pygraf.t/HubNode	http://pygraf.t/HubNode	Hub Node
http://pygraf.t/IntermediaryNode	http://pygraf.t/IntermediaryNode	Intermediary Node
http://pygraf.t/MultiplexNode	http://pygraf.t/MultiplexNode	Multiplex Node
http://pygraf.t/NodeA	http://pygraf.t/NodeA	Node A
http://pygraf.t/NodeB	http://pygraf.t/NodeB	Node B
http://pygraf.t/NodeC	http://pygraf.t/NodeC	Node C
http://pygraf.t/NodeD	http://pygraf.t/NodeD	Node D
http://pygraf.t/NodeE	http://pygraf.t/NodeE	Node E
http://pygraf.t/NodeF	http://pygraf.t/NodeF	Node F
http://pygraf.t/NodeG	http://pygraf.t/NodeG	Node G
http://pygraf.t/NodeH	http://pygraf.t/NodeH	Node H
http://pygraf.t/NodeI	http://pygraf.t/NodeI	Node I
http://pygraf.t/NodeJ	http://pygraf.t/NodeJ	Node J
http://pygraf.t/SuperNode	http://pygraf.t/SuperNode	Super Node
http://pygraf.t/linksTo	http://pygraf.t/linksTo	links to
http://pygraf.t/relatesTo	http://pygraf.t/relatesTo	relates to
