ID	IRI	LABEL
http://pygraf.t/CentralNode	http://pygraf.t/CentralNode	Central Node
http://pygraf.t/ConnectorNode	http://pygraf.t/ConnectorNode	Connector Node
http://pygraf.t/E1	http://pygraf.t/E1	Entity 1
http://pygraf.t/E10	http://pygraf.t/E10	Entity 10
http://pygraf.t/E11	http://pygraf.t/E11	Entity 11
http://pygraf.t/E12	http://pygraf.t/E12	Entity 12
http://pygraf.t/E13	http://pygraf.t/E13	
http://pygraf.t/E14	http://pygraf.t/E14	
http://pygraf.t/E15	http://pygraf.t/E15	
http://pygraf.t/E2	http://pygraf.t/E2	Entity 2
http://pygraf.t/E3	http://pygraf.t/E3	Entity 3
http://pygraf.t/E4	http://pygraf.t/E4	Entity 4
http://pygraf.t/E5	http://pygraf.t/E5	Entity 5
http://pygraf.t/E6	http://pygraf.t/E6	Entity 6
http://pygraf.t/E7	http://pygraf.t/E7	Entity 7
http://pygraf.t/E8	http://pygraf.t/E8	Entity 8
http://pygraf.t/E9	http://pygraf.t/E9	Entity 9
http://pygraf.t/HighDegreeNode	http://pygraf.t/HighDegreeNode	High-Degree Node
http://pygraf.t/HubNode	http://pygraf.t/HubNode	Hub Node
http://pygraf.t/IntermediaryNode	http://pygraf.t/IntermediaryNode	Intermediary Node
http://pygraf.t/MultiplexNode	http://pygraf.t/MultiplexNode	Multiplex Node
http://pygraf.t/SuperNode	http://pygraf.t/SuperNode	Super Node
