##################################################
Knowledge Graph : /home/pdooze/DIGITAL_TWIN/gengraphllm/results/synthetics_graphs/S2_1/2025-10-20/vertex_ai/gemini-2.5-flash/2_1_ip_enhanced_manually_ipem_2025-10-20_16-35-48_Noria.ttl
Number of Nodes : 110
Number of edges : 219
cumulative number of nodes : 110
degree_histogram : [0, 31, 21, 14, 16, 4, 5, 1, 3, 5, 2, 2, 0, 2, 2, 0, 0, 0, 1, 1]
number of self loop : 0
####  KPIs ####
DiGraph density : 0.018265221017514596
cumulative density : 0.018265221017514596
Average degree connectivity : {6: 5.566666666666666, 1: 1.8387096774193548, 5: 4.35, 2: 1.3333333333333333, 9: 3.911111111111111, 19: 3.4210526315789473, 18: 3.3333333333333335, 4: 4.453125, 11: 5.136363636363637, 3: 1.3571428571428572, 14: 1.0, 13: 3.230769230769231, 7: 5.142857142857143, 8: 4.916666666666667, 10: 2.85}
#### Subject, Object, predicate ####
web_portal_dev,Silver,{'label': 'applicationModuleSlaLevel', 'color': 'white'}
web_portal_dev,app_support_team,{'label': 'applicationModuleAdministrationTeam', 'color': 'white'}
web_portal_dev,Maintenance,{'label': 'applicationModuleStatus', 'color': 'white'}
web_portal_dev,jane_smith,{'label': 'applicationModuleAdministrationLeader', 'color': 'white'}
web_portal_dev,web_portal,{'label': 'applicationModuleOf', 'color': 'white'}
billing_prod,Gold,{'label': 'applicationModuleSlaLevel', 'color': 'white'}
billing_prod,billing_system,{'label': 'applicationModuleOf', 'color': 'white'}
billing_prod,InProduction,{'label': 'applicationModuleStatus', 'color': 'white'}
billing_prod,app_support_team,{'label': 'applicationModuleAdministrationTeam', 'color': 'white'}
billing_prod,jane_smith,{'label': 'applicationModuleAdministrationLeader', 'color': 'white'}
web_portal_prod,app_support_team,{'label': 'applicationModuleHotlineGroup', 'color': 'white'}
web_portal_prod,InProduction,{'label': 'applicationModuleStatus', 'color': 'white'}
web_portal_prod,jane_smith,{'label': 'applicationModuleSupportLeader', 'color': 'white'}
web_portal_prod,web_portal,{'label': 'applicationModuleOf', 'color': 'white'}
web_portal_prod,Gold,{'label': 'applicationModuleSlaLevel', 'color': 'white'}
web_portal_prod,it_department,{'label': 'applicationModuleSupportGroup', 'color': 'white'}
app_support_team,web_portal,{'label': 'agentManagesResource', 'color': 'white'}
app_support_team,virtual_machine_db,{'label': 'agentManagesResource', 'color': 'white'}
app_support_team,jane_smith,{'label': 'org#hasMember', 'color': 'white'}
app_support_team,web_portal_dev,{'label': 'agentManagesResource', 'color': 'white'}
