##################################################
Knowledge Graph : /home/pdooze/DIGITAL_TWIN/gengraphllm/results/synthetics_graphs/2025-10-07/vertex_ai/gemini-2.5-flash/First_prompt_2025-10-07_09-16-37_Noria.ttl
Number of Nodes : 116
Number of edges : 274
cumulative number of nodes : 116
degree_histogram : [0, 26, 25, 16, 12, 5, 7, 3, 2, 4, 1, 2, 0, 3, 2, 4, 1, 0, 1, 1, 0, 0, 0, 0, 1]
number of self loop : 0
####  KPIs ####
DiGraph density : 0.020539730134932533
cumulative density : 0.020539730134932533
Average degree connectivity : {13: 5.051282051282051, 1: 0.0, 3: 1.3541666666666667, 6: 7.976190476190476, 18: 1.5, 11: 5.954545454545454, 19: 3.1578947368421053, 24: 2.2083333333333335, 15: 5.3, 7: 5.238095238095238, 10: 2.6, 2: 0.6, 9: 6.111111111111111, 16: 6.875, 14: 2.75, 8: 6.1875, 5: 6.32, 4: 5.291666666666667}
#### Subject, Object, predicate ####
LoadBalancer001,IPAddress_192_168_1_30,{'label': 'resourceManagementIPAddress', 'color': 'white'}
LoadBalancer001,RackA2L1,{'label': 'locatedAtLocus', 'color': 'white'}
LoadBalancer001,ServerModelX,{'label': 'resourceProductModel', 'color': 'white'}
LoadBalancer001,ITOperationsTeam,{'label': 'elementManagedBy', 'color': 'white'}
LoadBalancer001,Server,{'label': 'resourceType', 'color': 'white'}
LoadBalancer001,InUse,{'label': 'resourceUsageState', 'color': 'white'}
CR001,InternalIntervention,{'label': 'changeRequestCategory', 'color': 'white'}
CR001,Router001,{'label': 'changeRequestImpact', 'color': 'white'}
CR001,WANLinkParisLondon,{'label': 'changeRequestImpact', 'color': 'white'}
CR001,JohnDoe,{'label': 'changeRequestActorParty', 'color': 'white'}
CR001,JaneSmith,{'label': 'changeRequestInitiatorParty', 'color': 'white'}
CR001,SoftwareUpgrade,{'label': 'changeRequestChangeCause', 'color': 'white'}
CR001,RouterFirmwareReleaseNotes,{'label': 'hasPart', 'color': 'white'}
CR001,RoutineMaintenance,{'label': 'changeRequestSpecification', 'color': 'white'}
CR001,ConfigChangeLog,{'label': 'documentStatusHistory', 'color': 'white'}
CR001,Approved,{'label': 'changeRequestStatusCurrent', 'color': 'white'}
CR001,Standard,{'label': 'changeRequestType', 'color': 'white'}
LANLinkServer001,Router001,{'label': 'networkLinkTerminationResource', 'color': 'white'}
LANLinkServer001,Server001,{'label': 'networkLinkTerminationResource', 'color': 'white'}
LANLinkServer001,Server001Eth0,{'label': 'networkInterfaceConnects', 'color': 'white'}
LANLinkServer001,ITOperationsTeam,{'label': 'elementManagedBy', 'color': 'white'}
LANLinkServer001,Router001GigE0_0_1,{'label': 'networkInterfaceConnects', 'color': 'white'}
Router001,RouterModelY,{'label': 'resourceProductModel', 'color': 'white'}
Router001,IPAddress_10_0_0_1,{'label': 'resourceManagementIPAddress', 'color': 'white'}
Router001,InUse,{'label': 'resourceUsageState', 'color': 'white'}
Router001,RackA2L1,{'label': 'locatedAtLocus', 'color': 'white'}
Router001,NetworkSupportTeam,{'label': 'elementManagedBy', 'color': 'white'}
Router001,Router,{'label': 'resourceType', 'color': 'white'}
TT002,Server001,{'label': 'troubleTicketRelatedResource', 'color': 'white'}
TT002,JaneSmith,{'label': 'troubleTicketRelatedParty', 'color': 'white'}
TT002,IsolatedCustomerSite,{'label': 'troubleTicketCategory', 'color': 'white'}
TT002,Customer,{'label': 'troubleTicketOrigin', 'color': 'white'}
TT002,Failure,{'label': 'troubleTicketType', 'color': 'white'}
TT002,Minor,{'label': 'troubleTicketSeverity', 'color': 'white'}
TT002,ServerHighCPUWarning,{'label': 'troubleTicketTrigger', 'color': 'white'}
TT002,WebAppFrontendProd,{'label': 'troubleTicketRelatedService', 'color': 'white'}
TT002,DeferredIntervention,{'label': 'troubleTicketUrgency', 'color': 'white'}
TT002,InProgress,{'label': 'troubleTicketStatusCurrent', 'color': 'white'}
TT002,P3,{'label': 'troubleTicketPriority', 'color': 'white'}
Server001,Up,{'label': 'virtualServerStatus', 'color': 'white'}
Server001,ServerModelX,{'label': 'resourceProductModel', 'color': 'white'}
Server001,LoadBalancer001,{'label': 'clusterController', 'color': 'white'}
Server001,RackA1L1,{'label': 'locatedAtLocus', 'color': 'white'}
Server001,IPAddress_192_168_1_10,{'label': 'resourceManagementIPAddress', 'color': 'white'}
Server001,InUse,{'label': 'resourceUsageState', 'color': 'white'}
Server001,ITOperationsTeam,{'label': 'elementManagedBy', 'color': 'white'}
Server001,Server,{'label': 'resourceType', 'color': 'white'}
LANLinkDatabase001,ITOperationsTeam,{'label': 'elementManagedBy', 'color': 'white'}
LANLinkDatabase001,Router001,{'label': 'networkLinkTerminationResource', 'color': 'white'}
LANLinkDatabase001,Router001GigE0_0_1,{'label': 'networkInterfaceConnects', 'color': 'white'}
LANLinkDatabase001,DatabaseServer001,{'label': 'networkLinkTerminationResource', 'color': 'white'}
LANLinkDatabase001,DatabaseServer001Eth0,{'label': 'networkInterfaceConnects', 'color': 'white'}
ITOperationsTeam,LoadBalancer001,{'label': 'agentManagesResource', 'color': 'white'}
ITOperationsTeam,JohnDoeCUID,{'label': 'holdsAccount', 'color': 'white'}
ITOperationsTeam,Server001,{'label': 'agentManagesResource', 'color': 'white'}
ITOperationsTeam,DatabaseServer001,{'label': 'agentManagesResource', 'color': 'white'}
ITOperationsTeam,JaneSmithCUID,{'label': 'holdsAccount', 'color': 'white'}
ITOperationsTeam,GlobalITDepartment,{'label': 'org#unitOf', 'color': 'white'}
ITOperationsTeam,Phone,{'label': 'agentPreferredContactMethod', 'color': 'white'}
DatabaseConnectionError,TT003,{'label': 'alarmMitigatedBy', 'color': 'white'}
DatabaseConnectionError,WebAppFrontend,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
DatabaseConnectionError,JohnDoe,{'label': 'logOriginatingAgent', 'color': 'white'}
DatabaseConnectionError,Server001,{'label': 'logOriginatingManagedObject', 'color': 'white'}
DatabaseConnectionError,Critical,{'label': 'alarmSeverity', 'color': 'white'}
TT003,ImmediateIntervention,{'label': 'troubleTicketUrgency', 'color': 'white'}
TT003,Supervision,{'label': 'troubleTicketOrigin', 'color': 'white'}
TT003,Failure,{'label': 'troubleTicketType', 'color': 'white'}
TT003,TotalBreakdown,{'label': 'troubleTicketCategory', 'color': 'white'}
TT003,InProgress,{'label': 'troubleTicketStatusCurrent', 'color': 'white'}
TT003,ManagedBackboneNetworks,{'label': 'problemResponsibility', 'color': 'white'}
TT003,Major,{'label': 'troubleTicketSeverity', 'color': 'white'}
TT003,P2,{'label': 'troubleTicketPriority', 'color': 'white'}
TT003,CustomerPortalService,{'label': 'troubleTicketRelatedService', 'color': 'white'}
TT003,JaneSmith,{'label': 'troubleTicketRelatedParty', 'color': 'white'}
TT003,DatabaseServer001,{'label': 'troubleTicketRelatedResource', 'color': 'white'}
TT003,WebAppFrontendProd,{'label': 'troubleTicketImpacts', 'color': 'white'}
TT003,DatabaseConnectionError,{'label': 'troubleTicketTrigger', 'color': 'white'}
TT003,DatabaseBackendProd,{'label': 'troubleTicketImpacts', 'color': 'white'}
RouterModelY,AcmeCorp,{'label': 'productManufacturedBy', 'color': 'white'}
RouterDownAlarm,JohnDoe,{'label': 'logOriginatingAgent', 'color': 'white'}
RouterDownAlarm,RouterTroubleshooting,{'label': 'alarmProposedRepairAction', 'color': 'white'}
RouterDownAlarm,Router001,{'label': 'logOriginatingManagedObject', 'color': 'white'}
RouterDownAlarm,CR001,{'label': 'alarmMitigatedBy', 'color': 'white'}
RouterDownAlarm,InternalMonitoringService,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
RouterDownAlarm,Critical,{'label': 'alarmSeverity', 'color': 'white'}
JohnDoe,JohnDoeCUID,{'label': 'holdsAccount', 'color': 'white'}
JohnDoe,Email,{'label': 'agentPreferredContactMethod', 'color': 'white'}
JohnDoe,Server001,{'label': 'agentManagesResource', 'color': 'white'}
Switch001,RackB1L1,{'label': 'locatedAtLocus', 'color': 'white'}
Switch001,InUse,{'label': 'resourceUsageState', 'color': 'white'}
Switch001,NetworkSupportTeam,{'label': 'elementManagedBy', 'color': 'white'}
Switch001,IPAddress_172_16_0_1,{'label': 'resourceManagementIPAddress', 'color': 'white'}
Switch001,Router,{'label': 'resourceType', 'color': 'white'}
Switch001,RouterModelY,{'label': 'resourceProductModel', 'color': 'white'}
WebAppFrontend,ITOperationsTeam,{'label': 'elementManagedBy', 'color': 'white'}
WebAppFrontend,LoadBalancer001,{'label': 'resourceForApplication', 'color': 'white'}
WebAppFrontend,Critical,{'label': 'applicationBusinessImportance', 'color': 'white'}
WebAppFrontend,WebApplication,{'label': 'applicationType', 'color': 'white'}
WebAppFrontend,Server001,{'label': 'resourceForApplication', 'color': 'white'}
WebAppFrontend,HighCPUDegradation,{'label': 'elementProperty', 'color': 'white'}
DatabaseBackendProd,ITOperationsTeam,{'label': 'applicationModuleAdministrationTeam', 'color': 'white'}
DatabaseBackendProd,JaneSmith,{'label': 'applicationModuleAdministrationLeader', 'color': 'white'}
DatabaseBackendProd,InProduction,{'label': 'applicationModuleStatus', 'color': 'white'}
DatabaseBackendProd,DatabaseBackend,{'label': 'applicationModuleOf', 'color': 'white'}
DatabaseBackendProd,Gold,{'label': 'applicationModuleSlaLevel', 'color': 'white'}
TT001,RouterDownAlarm,{'label': 'documentStatusHistory', 'color': 'white'}
TT001,Supervision,{'label': 'troubleTicketOrigin', 'color': 'white'}
TT001,RouterFirmwareReleaseNotes,{'label': 'hasPart', 'color': 'white'}
TT001,P1,{'label': 'troubleTicketPriority', 'color': 'white'}
TT001,Failure,{'label': 'troubleTicketType', 'color': 'white'}
TT001,TotalBreakdown,{'label': 'troubleTicketCriticity', 'color': 'white'}
TT001,ImmediateIntervention,{'label': 'troubleTicketUrgency', 'color': 'white'}
TT001,WANLinkParisLondon,{'label': 'troubleTicketImpacts', 'color': 'white'}
TT001,InProgress,{'label': 'troubleTicketStatusCurrent', 'color': 'white'}
TT001,Router001,{'label': 'troubleTicketRelatedResource', 'color': 'white'}
TT001,Major,{'label': 'troubleTicketSeverity', 'color': 'white'}
TT001,WebAppFrontendProd,{'label': 'troubleTicketImpacts', 'color': 'white'}
TT001,NetworkSupportTeam,{'label': 'troubleTicketRelatedParty', 'color': 'white'}
TT001,CustomerPortalService,{'label': 'troubleTicketRelatedService', 'color': 'white'}
TT001,JohnDoe,{'label': 'troubleTicketRelatedParty', 'color': 'white'}
TT001,ManagedBackboneNetworks,{'label': 'problemResponsibility', 'color': 'white'}
NetworkSupportTeam,Email,{'label': 'agentPreferredContactMethod', 'color': 'white'}
NetworkSupportTeam,Router001,{'label': 'agentManagesResource', 'color': 'white'}
NetworkSupportTeam,WANLinkParisLondon,{'label': 'agentManagesResource', 'color': 'white'}
NetworkSupportTeam,LANLinkDatabase001,{'label': 'agentManagesResource', 'color': 'white'}
NetworkSupportTeam,Switch001,{'label': 'agentManagesResource', 'color': 'white'}
NetworkSupportTeam,LANLinkServer001,{'label': 'agentManagesResource', 'color': 'white'}
NetworkSupportTeam,LANLinkLoadBalancer001,{'label': 'agentManagesResource', 'color': 'white'}
NetworkSupportTeam,ITOperationsTeam,{'label': 'org#unitOf', 'color': 'white'}
JaneSmith,Phone,{'label': 'agentPreferredContactMethod', 'color': 'white'}
JaneSmith,JaneSmithCUID,{'label': 'holdsAccount', 'color': 'white'}
JaneSmith,DatabaseServer001,{'label': 'agentManagesResource', 'color': 'white'}
LANLinkLoadBalancer001,LoadBalancer001,{'label': 'networkLinkTerminationResource', 'color': 'white'}
LANLinkLoadBalancer001,Router001,{'label': 'networkLinkTerminationResource', 'color': 'white'}
LANLinkLoadBalancer001,Router001GigE0_0_1,{'label': 'networkInterfaceConnects', 'color': 'white'}
LANLinkLoadBalancer001,ITOperationsTeam,{'label': 'elementManagedBy', 'color': 'white'}
LANLinkLoadBalancer001,LoadBalancer001Eth0,{'label': 'networkInterfaceConnects', 'color': 'white'}
WANLinkParisLondon,NetworkLatencySpike,{'label': 'elementProperty', 'color': 'white'}
WANLinkParisLondon,Switch001Port1,{'label': 'networkInterfaceConnects', 'color': 'white'}
WANLinkParisLondon,NetworkSupportTeam,{'label': 'elementManagedBy', 'color': 'white'}
WANLinkParisLondon,Router001,{'label': 'networkLinkTerminationResourceOrigin', 'color': 'white'}
WANLinkParisLondon,Switch001,{'label': 'networkLinkTerminationResourceDestination', 'color': 'white'}
WANLinkParisLondon,Router001GigE0_0_0,{'label': 'networkInterfaceConnects', 'color': 'white'}
CR002,SoftwareUpgrade,{'label': 'changeRequestChangeCause', 'color': 'white'}
CR002,Approved,{'label': 'changeRequestStatusCurrent', 'color': 'white'}
CR002,RoutineMaintenance,{'label': 'changeRequestSpecification', 'color': 'white'}
CR002,JohnDoe,{'label': 'changeRequestInitiatorParty', 'color': 'white'}
CR002,JaneSmith,{'label': 'changeRequestPilotParty', 'color': 'white'}
CR002,DatabaseServer001,{'label': 'changeRequestImpact', 'color': 'white'}
CR002,Standard,{'label': 'changeRequestType', 'color': 'white'}
CR002,InternalIntervention,{'label': 'changeRequestCategory', 'color': 'white'}
CR003,WebAppConfigGuide,{'label': 'hasPart', 'color': 'white'}
CR003,WebAppRestartProcedure,{'label': 'actionCorrelatedOperationPlan', 'color': 'white'}
CR003,Configuration,{'label': 'changeRequestChangeCause', 'color': 'white'}
CR003,Approved,{'label': 'changeRequestStatusCurrent', 'color': 'white'}
CR003,WebAppFrontendProd,{'label': 'changeRequestImpact', 'color': 'white'}
CR003,Standard,{'label': 'changeRequestType', 'color': 'white'}
CR003,InternalIntervention,{'label': 'changeRequestCategory', 'color': 'white'}
CR003,JohnDoe,{'label': 'changeRequestPilotParty', 'color': 'white'}
CR003,JaneSmith,{'label': 'changeRequestInitiatorParty', 'color': 'white'}
CR003,RoutineMaintenance,{'label': 'changeRequestSpecification', 'color': 'white'}
TT003Note1,Internal,{'label': 'troubleTicketNoteCommentType', 'color': 'white'}
TT003Note1,TestsAndMeasurements,{'label': 'troubleTicketNoteOperationType', 'color': 'white'}
TT003Note1,JaneSmith,{'label': 'creator', 'color': 'white'}
NetworkClosetB,Switch001,{'label': 'bot#hasElement', 'color': 'white'}
NetworkClosetB,RackB1L1,{'label': 'bot#hasSpace', 'color': 'white'}
DatabaseBackend,NetworkLatencySpike,{'label': 'elementProperty', 'color': 'white'}
DatabaseBackend,High,{'label': 'applicationBusinessImportance', 'color': 'white'}
DatabaseBackend,DatabaseService,{'label': 'applicationType', 'color': 'white'}
DatabaseBackend,ITOperationsTeam,{'label': 'elementManagedBy', 'color': 'white'}
DatabaseBackend,DatabaseServer001,{'label': 'resourceForApplication', 'color': 'white'}
WebAppFrontendDev,ITOperationsTeam,{'label': 'elementManagedBy', 'color': 'white'}
WebAppFrontendDev,Development,{'label': 'applicationModuleStatus', 'color': 'white'}
WebAppFrontendDev,WebAppFrontend,{'label': 'applicationModuleOf', 'color': 'white'}
WebAppFrontendDev,Silver,{'label': 'applicationModuleSlaLevel', 'color': 'white'}
WebAppFrontendDev,JohnDoe,{'label': 'applicationModuleAdministrationLeader', 'color': 'white'}
InternalMonitoringService,DatabaseBackendProd,{'label': 'subSystemOf', 'color': 'white'}
InternalMonitoringService,WebAppFrontendProd,{'label': 'subSystemOf', 'color': 'white'}
InternalMonitoringService,ITOperationsTeam,{'label': 'elementManagedBy', 'color': 'white'}
InternalMonitoringService,ResourceFacingService,{'label': 'serviceType', 'color': 'white'}
TT004,InProgress,{'label': 'troubleTicketStatusCurrent', 'color': 'white'}
TT004,CustomerPortalService,{'label': 'troubleTicketRelatedService', 'color': 'white'}
TT004,P2,{'label': 'troubleTicketPriority', 'color': 'white'}
TT004,LoadBalancer001,{'label': 'troubleTicketRelatedResource', 'color': 'white'}
TT004,Major,{'label': 'troubleTicketSeverity', 'color': 'white'}
TT004,WebAppFrontendProd,{'label': 'troubleTicketImpacts', 'color': 'white'}
TT004,IsolatedCustomerSite,{'label': 'problemCategory', 'color': 'white'}
TT004,Server001,{'label': 'troubleTicketRelatedResource', 'color': 'white'}
TT004,ManagedBackboneNetworks,{'label': 'problemResponsibility', 'color': 'white'}
TT004,JohnDoe,{'label': 'troubleTicketPartyIntervention', 'color': 'white'}
TT004,ITOperationsTeam,{'label': 'troubleTicketPartyIntervention', 'color': 'white'}
TT004,Supervision,{'label': 'troubleTicketOrigin', 'color': 'white'}
TT004,Failure,{'label': 'troubleTicketType', 'color': 'white'}
TT004,LoadBalancerHealthCheckFailure,{'label': 'troubleTicketTrigger', 'color': 'white'}
