##################################################
Knowledge Graph : /home/pdooze/DIGITAL_TWIN/gengraphllm/results/synthetics_graphs/S3_1/2025-10-21/vertex_ai/gemini-2.5-flash/3_1_ip_enhanced_manually_ipem_enhanced_by_AI_2025-10-21_09-55-03_Noria.ttl
Number of Nodes : 105
Number of edges : 235
cumulative number of nodes : 105
degree_histogram : [0, 23, 15, 16, 18, 6, 6, 1, 5, 1, 2, 2, 2, 4, 3, 1]
number of self loop : 0
####  KPIs ####
DiGraph density : 0.02152014652014652
cumulative density : 0.02152014652014652
Average degree connectivity : {14: 4.904761904761905, 1: 0.0, 8: 3.475, 12: 2.1666666666666665, 13: 2.923076923076923, 4: 2.1527777777777777, 2: 2.8333333333333335, 3: 1.8333333333333333, 5: 5.3, 15: 5.8, 11: 1.5, 6: 5.611111111111111, 10: 3.7, 9: 6.111111111111111, 7: 0.42857142857142855}
#### Subject, Object, predicate ####
tt_20240123_004,Minor,{'label': 'troubleTicketSeverity', 'color': 'white'}
tt_20240123_004,TotalBreakdown,{'label': 'problemCategory', 'color': 'white'}
tt_20240123_004,jane_smith,{'label': 'eventRelatedParty', 'color': 'white'}
tt_20240123_004,InProgress,{'label': 'troubleTicketStatusCurrent', 'color': 'white'}
tt_20240123_004,api_latency_alert,{'label': 'troubleTicketTrigger', 'color': 'white'}
tt_20240123_004,P3,{'label': 'troubleTicketPriority', 'color': 'white'}
tt_20240123_004,app_support_team,{'label': 'troubleTicketPartyIntervention', 'color': 'white'}
tt_20240123_004,api_gateway_server_01,{'label': 'troubleTicketRelatedResource', 'color': 'white'}
tt_20240123_004,Supervision,{'label': 'troubleTicketOrigin', 'color': 'white'}
tt_20240123_004,internal_api_gateway,{'label': 'troubleTicketImpacts', 'color': 'white'}
tt_20240123_004,DeferredIntervention,{'label': 'troubleTicketUrgency', 'color': 'white'}
tt_20240123_004,ManagedBackboneNetworks,{'label': 'problemResponsibility', 'color': 'white'}
tt_20240123_004,InterruptedService,{'label': 'troubleTicketCriticity', 'color': 'white'}
tt_20240123_004,Failure,{'label': 'troubleTicketType', 'color': 'white'}
crm_prod_instance,app_support_team,{'label': 'applicationModuleAdministrationTeam', 'color': 'white'}
crm_prod_instance,jane_smith,{'label': 'applicationModuleAdministrationLeader', 'color': 'white'}
crm_prod_instance,crm_suite,{'label': 'applicationModuleOf', 'color': 'white'}
crm_prod_instance,InProduction,{'label': 'applicationModuleStatus', 'color': 'white'}
crm_prod_instance,Platinum,{'label': 'applicationModuleSlaLevel', 'color': 'white'}
app_support_team,Email,{'label': 'agentPreferredContactMethod', 'color': 'white'}
tt_20240121_002,TotalBreakdown,{'label': 'problemCategory', 'color': 'white'}
tt_20240121_002,Major,{'label': 'troubleTicketSeverity', 'color': 'white'}
tt_20240121_002,web_server_03,{'label': 'eventRelatedElement', 'color': 'white'}
tt_20240121_002,failed_login_attempt,{'label': 'troubleTicketFreezeItem', 'color': 'white'}
tt_20240121_002,InProgress,{'label': 'troubleTicketStatusCurrent', 'color': 'white'}
tt_20240121_002,security_analyst_team,{'label': 'eventRelatedParty', 'color': 'white'}
tt_20240121_002,DeferredIntervention,{'label': 'troubleTicketUrgency', 'color': 'white'}
tt_20240121_002,Supervision,{'label': 'troubleTicketOrigin', 'color': 'white'}
tt_20240121_002,corporate_internet_access,{'label': 'troubleTicketImpacts', 'color': 'white'}
tt_20240121_002,Failure,{'label': 'troubleTicketType', 'color': 'white'}
tt_20240121_002,ManagedBackboneNetworks,{'label': 'problemResponsibility', 'color': 'white'}
tt_20240121_002,InterruptedService,{'label': 'troubleTicketCriticity', 'color': 'white'}
tt_20240121_002,P2,{'label': 'troubleTicketPriority', 'color': 'white'}
tt_20240120_001,TotalBreakdown,{'label': 'troubleTicketCategory', 'color': 'white'}
tt_20240120_001,ImmediateIntervention,{'label': 'troubleTicketUrgency', 'color': 'white'}
tt_20240120_001,Critical,{'label': 'troubleTicketSeverity', 'color': 'white'}
tt_20240120_001,router_core_01,{'label': 'eventRelatedElement', 'color': 'white'}
tt_20240120_001,InProgress,{'label': 'troubleTicketStatusCurrent', 'color': 'white'}
tt_20240120_001,network_ops_team,{'label': 'troubleTicketPartyIntervention', 'color': 'white'}
tt_20240120_001,router_interface_down,{'label': 'troubleTicketTrigger', 'color': 'white'}
tt_20240120_001,corporate_internet_access,{'label': 'troubleTicketRelatedService', 'color': 'white'}
tt_20240120_001,Supervision,{'label': 'troubleTicketOrigin', 'color': 'white'}
tt_20240120_001,john_doe,{'label': 'troubleTicketRelatedParty', 'color': 'white'}
tt_20240120_001,InterruptedService,{'label': 'troubleTicketCriticity', 'color': 'white'}
tt_20240120_001,ManagedBackboneNetworks,{'label': 'problemResponsibility', 'color': 'white'}
tt_20240120_001,Failure,{'label': 'troubleTicketType', 'color': 'white'}
tt_20240120_001,P1,{'label': 'troubleTicketPriority', 'color': 'white'}
router_interface_down,interface_troubleshooting,{'label': 'alarmProposedRepairAction', 'color': 'white'}
router_interface_down,router_core_01,{'label': 'logOriginatingManagedObject', 'color': 'white'}
router_interface_down,network_monitoring_system,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
router_interface_down,Critical,{'label': 'alarmSeverity', 'color': 'white'}
router_interface_down,john_doe,{'label': 'eventRelatedParty', 'color': 'white'}
router_interface_down,network_ops_team,{'label': 'logOriginatingAgent', 'color': 'white'}
interface_troubleshooting,interface_restored_check,{'label': 'operationPlanPostCondition', 'color': 'white'}
interface_troubleshooting,interface_down_alert,{'label': 'operationPlanPreCondition', 'color': 'white'}
cr_20240128_002,web_server_03,{'label': 'changeRequestImpact', 'color': 'white'}
cr_20240128_002,Configuration,{'label': 'changeRequestChangeCause', 'color': 'white'}
cr_20240128_002,john_doe,{'label': 'changeRequestActorParty', 'color': 'white'}
cr_20240128_002,Planned,{'label': 'changeRequestStatusCurrent', 'color': 'white'}
cr_20240128_002,Standard,{'label': 'changeRequestType', 'color': 'white'}
cr_20240128_002,security_analyst_team,{'label': 'eventRelatedParty', 'color': 'white'}
cr_20240128_002,StandardProcedureA,{'label': 'changeRequestSpecification', 'color': 'white'}
cr_20240128_002,InternalIntervention,{'label': 'changeRequestCategory', 'color': 'white'}
web_server_03,InProduction,{'label': 'resourceUsageState', 'color': 'white'}
web_server_03,hp_proliant_dl380,{'label': 'resourceProductModel', 'color': 'white'}
web_server_03,rack_a2_pos,{'label': 'locatedAtLocus', 'color': 'white'}
web_server_03,Up,{'label': 'virtualServerStatus', 'color': 'white'}
web_server_03,crm_suite,{'label': 'resourceForApplication', 'color': 'white'}
web_server_03,app_support_team,{'label': 'elementManagedBy', 'color': 'white'}
web_server_03,Server,{'label': 'resourceType', 'color': 'white'}
web_server_03,cluster_controller_crm,{'label': 'clusterController', 'color': 'white'}
api_gateway_troubleshooting,latency_normalized_check,{'label': 'operationPlanPostCondition', 'color': 'white'}
api_gateway_troubleshooting,high_latency_alert,{'label': 'operationPlanPreCondition', 'color': 'white'}
jane_smith,Phone,{'label': 'agentPreferredContactMethod', 'color': 'white'}
security_incident_response,threat_contained_report,{'label': 'operationPlanPostCondition', 'color': 'white'}
security_incident_response,suspicious_activity_alert,{'label': 'operationPlanPreCondition', 'color': 'white'}
data_replication_service,CustomerFacingService,{'label': 'serviceType', 'color': 'white'}
data_replication_service,app_support_team,{'label': 'elementManagedBy', 'color': 'white'}
tt_20240122_003,ManagedBackboneNetworks,{'label': 'problemResponsibility', 'color': 'white'}
tt_20240122_003,InterruptedService,{'label': 'troubleTicketCriticity', 'color': 'white'}
tt_20240122_003,TotalBreakdown,{'label': 'troubleTicketCategory', 'color': 'white'}
tt_20240122_003,ImmediateIntervention,{'label': 'troubleTicketUrgency', 'color': 'white'}
tt_20240122_003,Failure,{'label': 'troubleTicketType', 'color': 'white'}
tt_20240122_003,database_server_01,{'label': 'troubleTicketRelatedResource', 'color': 'white'}
tt_20240122_003,P2,{'label': 'troubleTicketPriority', 'color': 'white'}
tt_20240122_003,db_cpu_spike,{'label': 'troubleTicketTrigger', 'color': 'white'}
tt_20240122_003,crm_prod_instance,{'label': 'troubleTicketImpacts', 'color': 'white'}
tt_20240122_003,jane_smith,{'label': 'eventRelatedParty', 'color': 'white'}
tt_20240122_003,Major,{'label': 'troubleTicketSeverity', 'color': 'white'}
tt_20240122_003,InProgress,{'label': 'troubleTicketStatusCurrent', 'color': 'white'}
tt_20240122_003,app_support_team,{'label': 'troubleTicketPartyIntervention', 'color': 'white'}
tt_20240122_003,Supervision,{'label': 'troubleTicketOrigin', 'color': 'white'}
tt_20240122_003,data_replication_service,{'label': 'troubleTicketRelatedService', 'color': 'white'}
crm_suite,jane_smith,{'label': 'elementManagedBy', 'color': 'white'}
crm_suite,app_support_team,{'label': 'elementManagedBy', 'color': 'white'}
crm_suite,WebApplication,{'label': 'applicationType', 'color': 'white'}
crm_suite,Critical,{'label': 'applicationBusinessImportance', 'color': 'white'}
router_core_01_ge001,Down,{'label': 'networkInterfaceOperationalStatus', 'color': 'white'}
router_core_01_ge001,Enabled,{'label': 'networkInterfaceAdministrativeStatus', 'color': 'white'}
router_core_01_ge001,router_core_01,{'label': 'networkInterfaceOf', 'color': 'white'}
router_core_01_ge001,uplink_to_isp_a,{'label': 'networkInterfaceConnects', 'color': 'white'}
router_core_01,Up,{'label': 'virtualServerStatus', 'color': 'white'}
router_core_01,Router,{'label': 'resourceType', 'color': 'white'}
