ID	IRI	LABEL
http://pygraf.t/CentralNode	http://pygraf.t/CentralNode	Central Node
http://pygraf.t/ConnectorNode	http://pygraf.t/ConnectorNode	Connector Node
http://pygraf.t/HighDegreeNode	http://pygraf.t/HighDegreeNode	High-Degree Node
http://pygraf.t/HubNode	http://pygraf.t/HubNode	Hub Node
http://pygraf.t/IntermediaryNode	http://pygraf.t/IntermediaryNode	Intermediary Node
http://pygraf.t/MultiplexNode	http://pygraf.t/MultiplexNode	Multiplex Node
http://pygraf.t/SuperNode	http://pygraf.t/SuperNode	Super Node
http://www.semanticweb.org/owl/owlapi/turtle#CentralNode1	http://www.semanticweb.org/owl/owlapi/turtle#CentralNode1	Central Node 1
http://www.semanticweb.org/owl/owlapi/turtle#ConnectorNode1	http://www.semanticweb.org/owl/owlapi/turtle#ConnectorNode1	Connector Node 1
http://www.semanticweb.org/owl/owlapi/turtle#ConnectorNode2	http://www.semanticweb.org/owl/owlapi/turtle#ConnectorNode2	Connector Node 2
http://www.semanticweb.org/owl/owlapi/turtle#HighNode1	http://www.semanticweb.org/owl/owlapi/turtle#HighNode1	High Degree Node 1
http://www.semanticweb.org/owl/owlapi/turtle#HighNode2	http://www.semanticweb.org/owl/owlapi/turtle#HighNode2	High Degree Node 2
http://www.semanticweb.org/owl/owlapi/turtle#HighNode3	http://www.semanticweb.org/owl/owlapi/turtle#HighNode3	High Degree Node 3
http://www.semanticweb.org/owl/owlapi/turtle#HighNode4	http://www.semanticweb.org/owl/owlapi/turtle#HighNode4	High Degree Node 4
http://www.semanticweb.org/owl/owlapi/turtle#HighNode5	http://www.semanticweb.org/owl/owlapi/turtle#HighNode5	High Degree Node 5
http://www.semanticweb.org/owl/owlapi/turtle#HubNode1	http://www.semanticweb.org/owl/owlapi/turtle#HubNode1	Main Hub
http://www.semanticweb.org/owl/owlapi/turtle#IntermediaryNode1	http://www.semanticweb.org/owl/owlapi/turtle#IntermediaryNode1	Intermediary Node 1
http://www.semanticweb.org/owl/owlapi/turtle#IntermediaryNode2	http://www.semanticweb.org/owl/owlapi/turtle#IntermediaryNode2	Intermediary Node 2
http://www.semanticweb.org/owl/owlapi/turtle#IntermediaryNode3	http://www.semanticweb.org/owl/owlapi/turtle#IntermediaryNode3	Intermediary Node 3
http://www.semanticweb.org/owl/owlapi/turtle#MultiplexNode1	http://www.semanticweb.org/owl/owlapi/turtle#MultiplexNode1	Multiplex Node 1
http://www.semanticweb.org/owl/owlapi/turtle#MultiplexNode2	http://www.semanticweb.org/owl/owlapi/turtle#MultiplexNode2	Multiplex Node 2
http://www.semanticweb.org/owl/owlapi/turtle#SuperNode1	http://www.semanticweb.org/owl/owlapi/turtle#SuperNode1	Super Node 1
http://www.semanticweb.org/owl/owlapi/turtle#SuperNode2	http://www.semanticweb.org/owl/owlapi/turtle#SuperNode2	Super Node 2
http://www.semanticweb.org/owl/owlapi/turtle#SuperNode3	http://www.semanticweb.org/owl/owlapi/turtle#SuperNode3	Super Node 3
