##################################################
Knowledge Graph : /home/pdooze/DIGITAL_TWIN/gengraphllm/results/synthetics_graphs/prompt_optim/S4_1/P4_1_étoile3/2025-10-23/vertex_ai/gemini-2.5-flash/4_1_prompt_fully_created_by_AI_2025-10-23_16-29-15_Noria.ttl
Number of Nodes : 101
Number of edges : 187
cumulative number of nodes : 101
degree_histogram : [0, 38, 22, 8, 7, 5, 3, 4, 1, 2, 1, 4, 2, 0, 0, 1, 2, 0, 1]
number of self loop : 0
####  KPIs ####
DiGraph density : 0.018514851485148514
cumulative density : 0.018514851485148514
Average degree connectivity : {6: 3.388888888888889, 9: 4.111111111111111, 4: 4.5, 1: 0.0, 7: 2.0714285714285716, 15: 1.9333333333333333, 16: 3.84375, 12: 3.7916666666666665, 11: 3.0454545454545454, 8: 5.875, 10: 2.1, 2: 0.25, 3: 4.208333333333333, 5: 5.36, 18: 3.5555555555555554}
#### Subject, Object, predicate ####
Service_InternetConnectivity,AppMod_CorpInternetAccess_Prod,{'label': 'subSystemOf', 'color': 'white'}
Service_InternetConnectivity,CustomerFacingService,{'label': 'serviceType', 'color': 'white'}
AppMod_CorpInternetAccess_Prod,InProduction,{'label': 'applicationModuleStatus', 'color': 'white'}
AppMod_CorpInternetAccess_Prod,Gold,{'label': 'applicationModuleSlaLevel', 'color': 'white'}
AppMod_CorpInternetAccess_Prod,org#OrgUnit_Hotline,{'label': 'applicationModuleHotlineGroup', 'color': 'white'}
AppMod_CorpInternetAccess_Prod,App_CorpInternetAccess,{'label': 'applicationModuleOf', 'color': 'white'}
AppMod_CorpInternetAccess_Prod,Agent_NetworkOps,{'label': 'applicationModuleSupportLeader', 'color': 'white'}
AppMod_CorpInternetAccess_Prod,org#OrgUnit_L1Support,{'label': 'applicationModuleSupportTeam', 'color': 'white'}
AppMod_CorpInternetAccess_Prod,org#OrgUnit_L2Support,{'label': 'applicationModuleAdministrationTeam', 'color': 'white'}
AppMod_CorpInternetAccess_Prod,Service_InternetConnectivity,{'label': 'subSystemOf', 'color': 'white'}
TTNote_DNSOutage_Diag,Diagnosis,{'label': 'troubleTicketNoteOperationType', 'color': 'white'}
TTNote_DNSOutage_Diag,TT_DNSOutage,{'label': 'isPartOf', 'color': 'white'}
TTNote_DNSOutage_Diag,Internal,{'label': 'troubleTicketNoteCommentType', 'color': 'white'}
TTNote_DNSOutage_Diag,Agent_AdminTeam,{'label': 'creator', 'color': 'white'}
NetLink_DC_Core,Resource_RouterCore01,{'label': 'networkLinkTerminationResource', 'color': 'white'}
NetLink_DC_Core,Resource_DNS01,{'label': 'networkLinkTerminationResourceOrigin', 'color': 'white'}
NetLink_DC_Core,Agent_NetworkOps,{'label': 'resourceManagedBy', 'color': 'white'}
NetLink_DC_Core,Resource_VMHost01,{'label': 'networkLinkTerminationResource', 'color': 'white'}
Resource_RouterCore01,Router,{'label': 'resourceType', 'color': 'white'}
Resource_RouterCore01,ProductModel_CiscoNexus9K,{'label': 'resourceProductModel', 'color': 'white'}
Resource_RouterCore01,App_CorpInternetAccess,{'label': 'resourceForApplication', 'color': 'white'}
Resource_RouterCore01,Locus_RackA2,{'label': 'locatedAtLocus', 'color': 'white'}
Resource_RouterCore01,Agent_NetworkOps,{'label': 'resourceManagedBy', 'color': 'white'}
Resource_RouterCore01,InProduction,{'label': 'resourceUsageState', 'color': 'white'}
App_CorpInternetAccess,Infrastructure,{'label': 'applicationType', 'color': 'white'}
App_CorpInternetAccess,High,{'label': 'applicationBusinessImportance', 'color': 'white'}
Event_PortDown,TT_RouterPortDown,{'label': 'member', 'color': 'white'}
Event_PortDown,OpPlan_RouterRestart,{'label': 'alarmProposedRepairAction', 'color': 'white'}
Event_PortDown,App_MonitoringSystem,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
Event_PortDown,Resource_RouterCore01,{'label': 'logOriginatingManagedObject', 'color': 'white'}
Event_PortDown,Critical,{'label': 'alarmSeverity', 'color': 'white'}
TT_RouterPortDown,InterruptedService,{'label': 'troubleTicketCriticity', 'color': 'white'}
TT_RouterPortDown,Event_PortDown,{'label': 'documentStatusHistory', 'color': 'white'}
TT_RouterPortDown,Failure,{'label': 'troubleTicketType', 'color': 'white'}
TT_RouterPortDown,OpPlan_RouterRestart,{'label': 'troubleTicketCharacteristic', 'color': 'white'}
TT_RouterPortDown,ManagedBackboneNetworks,{'label': 'problemResponsibility', 'color': 'white'}
TT_RouterPortDown,ImmediateIntervention,{'label': 'troubleTicketUrgency', 'color': 'white'}
TT_RouterPortDown,P1,{'label': 'troubleTicketPriority', 'color': 'white'}
TT_RouterPortDown,Resource_RouterCore01,{'label': 'troubleTicketRelatedResource', 'color': 'white'}
TT_RouterPortDown,Supervision,{'label': 'troubleTicketOrigin', 'color': 'white'}
TT_RouterPortDown,Critical,{'label': 'troubleTicketSeverity', 'color': 'white'}
TT_RouterPortDown,NetIF_RouterCore01_Ge0_0_1,{'label': 'troubleTicketRelatedResource', 'color': 'white'}
TT_RouterPortDown,TotalBreakdown,{'label': 'troubleTicketCategory', 'color': 'white'}
TT_RouterPortDown,InProgress,{'label': 'troubleTicketStatusCurrent', 'color': 'white'}
TT_RouterPortDown,Service_InternetConnectivity,{'label': 'troubleTicketRelatedService', 'color': 'white'}
TT_RouterPortDown,Agent_NetworkOps,{'label': 'troubleTicketRelatedParty', 'color': 'white'}
AppMod_CustomerPortal_Prod,App_CustomerPortal,{'label': 'applicationModuleOf', 'color': 'white'}
AppMod_CustomerPortal_Prod,Resource_WebSrv01,{'label': 'subSystemOf', 'color': 'white'}
AppMod_CustomerPortal_Prod,InProduction,{'label': 'applicationModuleStatus', 'color': 'white'}
AppMod_CustomerPortal_Prod,org#OrgUnit_L2Support,{'label': 'applicationModuleAdministrationTeam', 'color': 'white'}
AppMod_CustomerPortal_Prod,Resource_DB01,{'label': 'subSystemOf', 'color': 'white'}
AppMod_CustomerPortal_Prod,Service_CustomerFacing,{'label': 'subSystemOf', 'color': 'white'}
AppMod_CustomerPortal_Prod,Platinum,{'label': 'applicationModuleSlaLevel', 'color': 'white'}
AppMod_CustomerPortal_Prod,Agent_AppDev,{'label': 'applicationModuleAdministrationLeader', 'color': 'white'}
AppMod_CustomerPortal_Prod,org#OrgUnit_L1Support,{'label': 'applicationModuleSupportTeam', 'color': 'white'}
App_CustomerPortal,Critical,{'label': 'applicationBusinessImportance', 'color': 'white'}
App_CustomerPortal,BusinessApplication,{'label': 'applicationType', 'color': 'white'}
Resource_DNS01,InProduction,{'label': 'resourceUsageState', 'color': 'white'}
Resource_DNS01,ProductModel_DellR740,{'label': 'resourceProductModel', 'color': 'white'}
Resource_DNS01,Agent_AdminTeam,{'label': 'resourceManagedBy', 'color': 'white'}
Resource_DNS01,Server,{'label': 'resourceType', 'color': 'white'}
Resource_DNS01,App_CorpInternetAccess,{'label': 'resourceForApplication', 'color': 'white'}
Resource_DNS01,Locus_RackA1,{'label': 'locatedAtLocus', 'color': 'white'}
Resource_VMHost01,App_CustomerPortal,{'label': 'resourceForApplication', 'color': 'white'}
Resource_VMHost01,Agent_NetworkOps,{'label': 'resourceManagedBy', 'color': 'white'}
Resource_VMHost01,ProductModel_VMwareESXi,{'label': 'resourceProductModel', 'color': 'white'}
Resource_VMHost01,Hypervisor,{'label': 'resourceType', 'color': 'white'}
Resource_VMHost01,Locus_RackA1,{'label': 'locatedAtLocus', 'color': 'white'}
Resource_VMHost01,InProduction,{'label': 'resourceUsageState', 'color': 'white'}
Resource_VMHost01,App_MonitoringSystem,{'label': 'resourceForApplication', 'color': 'white'}
CR_PortalFeature,Agent_AppDev,{'label': 'changeRequestActorParty', 'color': 'white'}
CR_PortalFeature,AppMod_CustomerPortal_Prod,{'label': 'changeRequestImpact', 'color': 'white'}
CR_PortalFeature,Normal,{'label': 'changeRequestType', 'color': 'white'}
CR_PortalFeature,InternalIntervention,{'label': 'changeRequestCategory', 'color': 'white'}
CR_PortalFeature,Resource_WebSrv01,{'label': 'changeRequestImpact', 'color': 'white'}
