ID	IRI	LABEL
http://pygraf.t/C1	http://pygraf.t/C1	
http://pygraf.t/C10	http://pygraf.t/C10	
http://pygraf.t/C2	http://pygraf.t/C2	
http://pygraf.t/C3	http://pygraf.t/C3	
http://pygraf.t/C4	http://pygraf.t/C4	
http://pygraf.t/C5	http://pygraf.t/C5	
http://pygraf.t/C6	http://pygraf.t/C6	
http://pygraf.t/C7	http://pygraf.t/C7	
http://pygraf.t/C8	http://pygraf.t/C8	
http://pygraf.t/C9	http://pygraf.t/C9	
http://pygraf.t/E2000	http://pygraf.t/E2000	Central Hub Node
http://pygraf.t/E2001	http://pygraf.t/E2001	High-Degree Node
http://pygraf.t/E2002	http://pygraf.t/E2002	Central Node
http://pygraf.t/E2003	http://pygraf.t/E2003	Connector Node
http://pygraf.t/E2004	http://pygraf.t/E2004	Multiplex Node
http://pygraf.t/E2005	http://pygraf.t/E2005	Intermediary Node
http://pygraf.t/E2006	http://pygraf.t/E2006	Super Node
http://pygraf.t/E2007	http://pygraf.t/E2007	Connector Node 2
http://pygraf.t/E2010	http://pygraf.t/E2010	C4 Node
http://pygraf.t/E2020	http://pygraf.t/E2020	C4 Node 2
http://pygraf.t/E2030	http://pygraf.t/E2030	C4 Node 3
http://pygraf.t/E2040	http://pygraf.t/E2040	C10 Node A
http://pygraf.t/E2050	http://pygraf.t/E2050	C10 Node B
http://pygraf.t/E2060	http://pygraf.t/E2060	C10 Node C
http://pygraf.t/E2070	http://pygraf.t/E2070	C10 Node D
http://pygraf.t/E2080	http://pygraf.t/E2080	C10 Node E
http://pygraf.t/E2090	http://pygraf.t/E2090	C10 Node F
http://pygraf.t/E2100	http://pygraf.t/E2100	C9 Node Alpha
http://pygraf.t/E2110	http://pygraf.t/E2110	C10 Node G
http://pygraf.t/E2120	http://pygraf.t/E2120	C10 Node H
http://pygraf.t/E2130	http://pygraf.t/E2130	C10 Node I
http://pygraf.t/E2140	http://pygraf.t/E2140	C1 Node
http://pygraf.t/E2150	http://pygraf.t/E2150	C3 Node
http://pygraf.t/E2160	http://pygraf.t/E2160	C5 Node
http://pygraf.t/E2170	http://pygraf.t/E2170	C7 Node
http://pygraf.t/E2180	http://pygraf.t/E2180	C8 Node
http://pygraf.t/E2190	http://pygraf.t/E2190	C6 Node
http://pygraf.t/E2200	http://pygraf.t/E2200	C9 Node Beta
http://pygraf.t/E2201	http://pygraf.t/E2201	C1 Node 2
http://pygraf.t/E2202	http://pygraf.t/E2202	C3 Node 2
http://pygraf.t/E2203	http://pygraf.t/E2203	C5 Node 2
http://pygraf.t/E2204	http://pygraf.t/E2204	C7 Node 2
http://pygraf.t/E2205	http://pygraf.t/E2205	C8 Node 2
http://pygraf.t/E2206	http://pygraf.t/E2206	C6 Node 2
http://pygraf.t/E2300	http://pygraf.t/E2300	C9 Node Gamma
http://pygraf.t/E2301	http://pygraf.t/E2301	C9 Node Delta
http://pygraf.t/E2400	http://pygraf.t/E2400	C10 Node J
http://pygraf.t/E2401	http://pygraf.t/E2401	C10 Node K
http://pygraf.t/E2402	http://pygraf.t/E2402	C10 Node L
http://pygraf.t/E2403	http://pygraf.t/E2403	C10 Node M
http://pygraf.t/E2404	http://pygraf.t/E2404	C10 Node N
