ID	IRI	LABEL
http://pygraf.t/C1	http://pygraf.t/C1	
http://pygraf.t/C10	http://pygraf.t/C10	
http://pygraf.t/C2	http://pygraf.t/C2	
http://pygraf.t/C3	http://pygraf.t/C3	
http://pygraf.t/C4	http://pygraf.t/C4	
http://pygraf.t/C5	http://pygraf.t/C5	
http://pygraf.t/C6	http://pygraf.t/C6	
http://pygraf.t/C7	http://pygraf.t/C7	
http://pygraf.t/C8	http://pygraf.t/C8	
http://pygraf.t/C9	http://pygraf.t/C9	
http://pygraf.t/E2000	http://pygraf.t/E2000	Hub Node Alpha
http://pygraf.t/E2001	http://pygraf.t/E2001	High-degree Node Beta
http://pygraf.t/E2002	http://pygraf.t/E2002	Central Node Gamma
http://pygraf.t/E2003	http://pygraf.t/E2003	Connector Node Delta
http://pygraf.t/E2004	http://pygraf.t/E2004	Intermediary Node Epsilon
http://pygraf.t/E2005	http://pygraf.t/E2005	Multiplex Node Zeta
http://pygraf.t/E2010	http://pygraf.t/E2010	Super Node Omega
http://pygraf.t/E2011	http://pygraf.t/E2011	Peripheral Node Sigma
http://pygraf.t/E2012	http://pygraf.t/E2012	Peripheral Node Tau
http://pygraf.t/E2013	http://pygraf.t/E2013	High-degree Node Lambda
http://pygraf.t/E2014	http://pygraf.t/E2014	Central Node Theta
http://pygraf.t/E2015	http://pygraf.t/E2015	Connector Node Iota
http://pygraf.t/E2016	http://pygraf.t/E2016	Intermediary Node Kappa
http://pygraf.t/E2017	http://pygraf.t/E2017	Multiplex Node Mu
http://pygraf.t/E2018	http://pygraf.t/E2018	Peripheral Node Nu
http://pygraf.t/E2019	http://pygraf.t/E2019	Super Node Psi
http://pygraf.t/E2020	http://pygraf.t/E2020	Special Node Chi
http://pygraf.t/E2021	http://pygraf.t/E2021	Target Node Upsilon
http://pygraf.t/E2022	http://pygraf.t/E2022	C2 Node Phi
http://pygraf.t/E2023	http://pygraf.t/E2023	C7 Node Rho
http://pygraf.t/E2024	http://pygraf.t/E2024	C7 Node Sigma
http://pygraf.t/E2025	http://pygraf.t/E2025	C8 Node Pi
http://pygraf.t/E2026	http://pygraf.t/E2026	C3 Node Omicron
http://pygraf.t/E2027	http://pygraf.t/E2027	C1 Node Xi
http://pygraf.t/E2028	http://pygraf.t/E2028	C10 Node Omega
