##################################################
Knowledge Graph : /home/piod7321/DIGITAL_TWIN/gengraphllm/results/synthetics_graphs/enhance_manualy_prompt/2025-10-15/vertex_ai/gemini-2.5-flash/2_ip_enhanced_manually_ipem_2025-10-15_16-53-28_Noria.ttl
Number of Nodes : 120
Number of edges : 201
cumulative number of nodes : 120
degree_histogram : [0, 54, 15, 12, 13, 7, 5, 2, 2, 2, 0, 1, 2, 0, 1, 2, 0, 1, 0, 0, 0, 1]
number of self loop : 0
####  KPIs ####
DiGraph density : 0.01407563025210084
cumulative density : 0.01407563025210084
Average degree connectivity : {4: 5.403846153846154, 1: 0.7777777777777778, 15: 3.0, 7: 4.214285714285714, 6: 3.8, 21: 2.9047619047619047, 5: 3.8, 2: 0.3, 3: 5.583333333333333, 8: 3.8125, 17: 1.588235294117647, 12: 3.0833333333333335, 9: 3.111111111111111, 11: 2.4545454545454546, 14: 2.5}
#### Subject, Object, predicate ####
Service_E2ECustomerAccess,ServiceType_CustomerFacing,{'label': 'serviceType', 'color': 'white'}
Service_E2ECustomerAccess,OrgUnit_CustomerService,{'label': 'elementManagedBy', 'color': 'white'}
Service_E2ECustomerAccess,ApplicationModule_CustomerPortal_Prod,{'label': 'subSystemOf', 'color': 'white'}
Service_E2ECustomerAccess,Application_NetworkCore,{'label': 'subSystemOf', 'color': 'white'}
TroubleTicket_TT002,TTPriority_P2,{'label': 'troubleTicketPriority', 'color': 'white'}
TroubleTicket_TT002,TTStatus_InProgress,{'label': 'troubleTicketStatusCurrent', 'color': 'white'}
TroubleTicket_TT002,EventRecord_InterfaceFlap,{'label': 'troubleTicketTrigger', 'color': 'white'}
TroubleTicket_TT002,TTCriticity_CorruptedService,{'label': 'problemCategory', 'color': 'white'}
TroubleTicket_TT002,Service_InternalNetworkConnectivity,{'label': 'troubleTicketImpacts', 'color': 'white'}
TroubleTicket_TT002,TTResponsibility_ManagedNetwork,{'label': 'problemResponsibility', 'color': 'white'}
TroubleTicket_TT002,TTUrgency_Deferred,{'label': 'troubleTicketUrgency', 'color': 'white'}
TroubleTicket_TT002,TTType_Assistance,{'label': 'troubleTicketType', 'color': 'white'}
TroubleTicket_TT002,TTOrigin_Supervision,{'label': 'troubleTicketOrigin', 'color': 'white'}
TroubleTicket_TT002,Resource_Switch001,{'label': 'troubleTicketRelatedResource', 'color': 'white'}
TroubleTicket_TT002,EventRecord_TT002_StatusChange1,{'label': 'documentStatusHistory', 'color': 'white'}
TroubleTicket_TT002,Person_JaneSmith,{'label': 'troubleTicketRelatedParty', 'color': 'white'}
TroubleTicket_TT002,OrgUnit_NetworkOperations,{'label': 'troubleTicketRelatedParty', 'color': 'white'}
TroubleTicket_TT002,TTSeverity_Major,{'label': 'troubleTicketSeverity', 'color': 'white'}
Resource_Switch002,ResourceLifecycle_Production,{'label': 'resourceUsageState', 'color': 'white'}
Resource_Switch002,ResourceType_Switch,{'label': 'resourceType', 'color': 'white'}
Resource_Switch002,10.0.0.2,{'label': 'resourceManagementIPAddress', 'color': 'white'}
Resource_Switch002,OrgUnit_NetworkOperations,{'label': 'resourceManagedBy', 'color': 'white'}
Resource_Switch002,Locus_RackA2,{'label': 'locatedAtLocus', 'color': 'white'}
TroubleTicket_TT001,TTOrigin_Customer,{'label': 'troubleTicketOrigin', 'color': 'white'}
TroubleTicket_TT001,TTResponsibility_ManagedNetwork,{'label': 'problemResponsibility', 'color': 'white'}
TroubleTicket_TT001,Person_JohnDoe,{'label': 'troubleTicketRelatedParty', 'color': 'white'}
TroubleTicket_TT001,TTCriticity_ServiceInterrupted,{'label': 'problemCategory', 'color': 'white'}
TroubleTicket_TT001,OrgUnit_ApplicationSupport,{'label': 'troubleTicketRelatedParty', 'color': 'white'}
TroubleTicket_TT001,Resource_Server001,{'label': 'troubleTicketRelatedResource', 'color': 'white'}
TroubleTicket_TT001,TTSeverity_Critical,{'label': 'troubleTicketSeverity', 'color': 'white'}
