##################################################
#### Common information for Graph and DiGraph ####
Knowledge Graph : merged_graph_2.ttl
Number of Nodes : 140
Number of edges : 152
cumulative number of nodes : 140
degree_histogram : [0, 64, 40, 17, 5, 4, 3, 5, 2]
number of self loop : 0
#### Graph KPIs ####
Graph density : 0.007810894141829393
#### DiGrap KPIs ####
DiGraph density : 0.015621788283658787
Average degree connectivity : {2: 2.1875, 4: 0.85, 6: 1.2777777777777777, 5: 1.75, 1: 0.15625, 3: 1.7450980392156863, 7: 1.6571428571428573, 8: 1.25}
#### Subject, Object, predicate ####
https://example.com/highDegreeNode1,https://example.com/NetworkOpsTeam,{'label': 'https://w3id.org/noria/ontology/elementManagedBy'}
https://example.com/highDegreeNode1,https://example.com/observable/PortStatus,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable'}
https://example.com/NetworkOpsTeam,https://example.com/multiplexNode,{'label': 'https://w3id.org/noria/ontology/elementManagedBy'}
https://example.com/NetworkOpsTeam,https://example.com/Router1,{'label': 'https://w3id.org/noria/ontology/elementManagedBy'}
https://example.com/NetworkOpsTeam,https://example.com/highDegreeNode2,{'label': 'https://w3id.org/noria/ontology/elementManagedBy'}
https://example.com/Resource/CRMServer,https://example.com/Org/ITSupport,{'label': 'https://w3id.org/noria/ontology/resourceManagedBy'}
https://example.com/Resource/CRMServer,https://w3id.org/noria/kos/Resource/LifecycleState/operational,{'label': 'https://w3id.org/noria/ontology/resourceUsageState'}
https://example.com/Resource/CRMServer,https://example.com/Application/CRMSystem,{'label': 'https://w3id.org/noria/ontology/resourceForApplication'}
https://example.com/Resource/CRMServer,https://example.com/ProductModel/ModelZ,{'label': 'https://w3id.org/noria/ontology/resourceProductModel'}
https://example.com/Resource/CRMServer,https://w3id.org/noria/kos/Resource/type/server,{'label': 'https://w3id.org/noria/ontology/resourceType'}
https://example.com/Resource/CRMServer,https://example.com/Locus/ServerRoom314,{'label': 'https://w3id.org/noria/ontology/locatedAtLocus'}
https://example.com/Org/ITSupport,https://example.com/Resource/DataCenter1,{'label': 'https://w3id.org/noria/ontology/resourceManagedBy'}
https://w3id.org/noria/instance/Event2,https://w3id.org/noria/instance/Network1,{'label': 'https://w3id.org/noria/ontology/logOriginatingManagedObject'}
https://w3id.org/noria/instance/Event2,https://group.example.com/teams/NetworkOps,{'label': 'https://w3id.org/noria/ontology/logOriginatingManagementSystem'}
https://w3id.org/noria/instance/Network1,https://example.com/locus/ServerRoom314,{'label': 'https://w3id.org/noria/ontology/locatedAtLocus'}
https://w3id.org/noria/instance/Network1,https://example.com/org/NetworkOps,{'label': 'https://w3id.org/noria/ontology/resourceManagedBy'}
https://w3id.org/noria/instance/Network1,https://w3id.org/noria/instance/Locus1,{'label': 'https://w3id.org/noria/ontology/locatedAtLocus'}
https://w3id.org/noria/instance/Network1,https://w3id.org/noria/kos/Resource/type/Network,{'label': 'https://w3id.org/noria/ontology/resourceType'}
https://w3id.org/noria/instance/Network1,https://group.example.com/teams/NetworkOps,{'label': 'https://w3id.org/noria/ontology/elementManagedBy'}
https://example.com/EventRecord/Incident123,https://skos.org/Notification/Severity/Major,{'label': 'https://w3id.org/noria/ontology/alarmSeverity'}
