##################################################
#### Common information for Graph and DiGraph ####
Knowledge Graph : /home/piod7321/DIGITAL_TWIN/gengraphllm/results/synthetics_graphs/2025-09-03/openai/gpt-4.1-nano/merged/merged_graph_1.ttl
Number of Nodes : 126
Number of edges : 148
cumulative number of nodes : 126
degree_histogram : [0, 66, 14, 35, 5, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
number of self loop : 0
#### Graph KPIs ####
Graph density : 0.009396825396825396
#### DiGrap KPIs ####
DiGraph density : 0.018793650793650793
Average degree connectivity : {1: 1.6818181818181819, 3: 13.114285714285714, 10: 0.0, 30: 0.0, 20: 0.0, 4: 1.5, 2: 1.0357142857142858, 6: 1.1666666666666667, 5: 0.0}
#### Subject, Object, predicate ####
https://example.com/multiplexNode_extra_node_2,https://example.com/multiplexRatio,{'label': 'https://w3id.org/noria/ontology/structuralElementObservableData'}
https://example.com/SuperNode5,https://example.com/observableEdgeSuperBackboneStatus,{'label': 'https://w3id.org/noria/ontology/structuralObservableOf'}
https://example.com/SuperNode5,https://example.com/NetworkOperationsTeam_extra_node_3,{'label': 'https://w3id.org/noria/ontology/elementManagedBy'}
https://example.com/SuperNode5,https://w3id.org/noria/ontology/structuralObservableOf,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable'}
https://example.com/IntermediaryNode4,https://example.com/ITSupportTeam_extra_node_3,{'label': 'https://w3id.org/noria/ontology/elementManagedBy'}
https://example.com/IntermediaryNode4,https://w3id.org/noria/ontology/structuralObservableOf,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable'}
https://example.com/IntermediaryNode4,https://example.com/observableAppFirewallStatus,{'label': 'https://w3id.org/noria/ontology/structuralObservableOf'}
https://example.com/ITSupportTeam_extra_node_3,https://example.com/IntermediaryNode3,{'label': 'https://w3id.org/noria/ontology/elementManagedBy'}
https://example.com/ITSupportTeam_extra_node_3,https://example.com/IntermediaryNode2,{'label': 'https://w3id.org/noria/ontology/elementManagedBy'}
https://example.com/ITSupportTeam_extra_node_3,https://example.com/CentralNode4,{'label': 'https://w3id.org/noria/ontology/elementManagedBy'}
https://example.com/ITSupportTeam_extra_node_3,https://example.com/intermediaryNode1,{'label': 'https://w3id.org/noria/ontology/elementManagedBy'}
https://example.com/ITSupportTeam_extra_node_3,https://example.com/CentralNode2,{'label': 'https://w3id.org/noria/ontology/elementManagedBy'}
https://example.com/ITSupportTeam_extra_node_3,https://example.com/IntermediaryNode5,{'label': 'https://w3id.org/noria/ontology/elementManagedBy'}
https://example.com/ITSupportTeam_extra_node_3,https://example.com/centralNode1,{'label': 'https://w3id.org/noria/ontology/elementManagedBy'}
https://example.com/ITSupportTeam_extra_node_3,https://example.com/CentralNode3,{'label': 'https://w3id.org/noria/ontology/elementManagedBy'}
https://example.com/ITSupportTeam_extra_node_3,https://example.com/CentralNode5,{'label': 'https://w3id.org/noria/ontology/elementManagedBy'}
https://example.com/HighDegreeNode4,https://w3id.org/noria/ontology/structuralObservableOf,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable'}
https://example.com/HighDegreeNode4,https://example.com/observableAccessDistSwitchStatus,{'label': 'https://w3id.org/noria/ontology/structuralObservableOf'}
https://example.com/HighDegreeNode4,https://example.com/NetworkOperationsTeam_extra_node_3,{'label': 'https://w3id.org/noria/ontology/elementManagedBy'}
https://w3id.org/noria/ontology/structuralObservableOf,https://example.com/CentralNode3,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable'}
https://w3id.org/noria/ontology/structuralObservableOf,https://example.com/ConnectorNode5,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable'}
https://w3id.org/noria/ontology/structuralObservableOf,https://example.com/HighDegreeNode5,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable'}
https://w3id.org/noria/ontology/structuralObservableOf,https://example.com/HighDegreeNode3,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable'}
https://w3id.org/noria/ontology/structuralObservableOf,https://example.com/MuxNode4,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable'}
https://w3id.org/noria/ontology/structuralObservableOf,https://example.com/CentralNode5,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable'}
https://w3id.org/noria/ontology/structuralObservableOf,https://example.com/ConnectorNode2,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable'}
https://w3id.org/noria/ontology/structuralObservableOf,https://example.com/ConnectorNode4,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable'}
https://w3id.org/noria/ontology/structuralObservableOf,https://example.com/IntermediaryNode2,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable'}
