##################################################
Knowledge Graph : /home/pdooze/DIGITAL_TWIN/gengraphllm/results/synthetics_graphs/2025-10-16/vertex_ai/gemini-2.5-flash/4_prompt_fully_created_by_AI_2025-10-16_16-47-31_Noria.ttl
Number of Nodes : 137
Number of edges : 263
cumulative number of nodes : 137
degree_histogram : [0, 45, 20, 24, 11, 11, 1, 3, 6, 2, 5, 0, 2, 3, 0, 1, 2, 1]
number of self loop : 0
####  KPIs ####
DiGraph density : 0.014115500214684414
cumulative density : 0.014115500214684414
Average degree connectivity : {3: 3.125, 1: 0.6222222222222222, 2: 1.825, 5: 6.072727272727272, 13: 3.5384615384615383, 8: 2.625, 7: 2.1904761904761907, 16: 2.75, 10: 2.44, 17: 2.9411764705882355, 4: 4.0227272727272725, 15: 3.7333333333333334, 12: 3.75, 9: 5.722222222222222, 6: 4.5}
#### Subject, Object, predicate ####
OperationPlan_DB_Optimize,ActionPostCondition_CPUNormalized,{'label': 'operationPlanPostCondition', 'color': 'white'}
OperationPlan_DB_Optimize,ActionPreCondition_HighCPUDetected,{'label': 'operationPlanPreCondition', 'color': 'white'}
ProductModel_Juniper_SRX,www.juniper.net,{'label': 'productManufacturedBy', 'color': 'white'}
EventRecord_CR001_Start,Application_Monitoring_Platform,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
EventRecord_CR001_Start,Warning,{'label': 'alarmSeverity', 'color': 'white'}
EventRecord_CR001_Start,Person_Alice_Smith,{'label': 'logOriginatingAgent', 'color': 'white'}
EventRecord_CR001_Start,Resource_CoreRouter_R1,{'label': 'logOriginatingManagedObject', 'color': 'white'}
Application_Monitoring_Platform,monitoring,{'label': 'applicationType', 'color': 'white'}
Application_Monitoring_Platform,high,{'label': 'applicationBusinessImportance', 'color': 'white'}
Application_Monitoring_Platform,Resource_WebSrv01,{'label': 'subSystemOf', 'color': 'white'}
Application_Monitoring_Platform,Agent_IT_Ops_Team,{'label': 'elementManagedBy', 'color': 'white'}
Resource_Firewall_FW01,Firewall,{'label': 'resourceType', 'color': 'white'}
Resource_Firewall_FW01,Locus_Rack_R15_U10,{'label': 'locatedAtLocus', 'color': 'white'}
Resource_Firewall_FW01,10.0.0.2,{'label': 'resourceManagementIPAddress', 'color': 'white'}
Resource_Firewall_FW01,InProduction,{'label': 'resourceUsageState', 'color': 'white'}
Resource_Firewall_FW01,Agent_Security_Team,{'label': 'resourceManagedBy', 'color': 'white'}
Resource_Firewall_FW01,ProductModel_Juniper_SRX,{'label': 'resourceProductModel', 'color': 'white'}
TroubleTicketNote_TT001_Note1,DiagnosisTT001,{'label': 'troubleTicketNoteCorrelatedExecution', 'color': 'white'}
TroubleTicketNote_TT001_Note1,Internal,{'label': 'troubleTicketNoteCommentType', 'color': 'white'}
TroubleTicketNote_TT001_Note1,TroubleTicket_TT001,{'label': 'isPartOf', 'color': 'white'}
TroubleTicketNote_TT001_Note1,Diagnosis,{'label': 'troubleTicketNoteOperationType', 'color': 'white'}
TroubleTicketNote_TT001_Note1,Person_Alice_Smith,{'label': 'creator', 'color': 'white'}
DiagnosisTT001,EventRecord_NetDown_R1_Gi0_0_1,{'label': 'ldp#member', 'color': 'white'}
Person_Alice_Smith,CUid_Alice_Smith,{'label': 'holdsAccount', 'color': 'white'}
Person_Alice_Smith,mailto:alice.smith@example.com,{'label': 'mbox', 'color': 'white'}
Resource_CoreRouter_R1,InProduction,{'label': 'resourceUsageState', 'color': 'white'}
Resource_CoreRouter_R1,Agent_Network_Team,{'label': 'resourceManagedBy', 'color': 'white'}
Resource_CoreRouter_R1,Locus_Rack_R15_U10,{'label': 'locatedAtLocus', 'color': 'white'}
Resource_CoreRouter_R1,10.0.0.1,{'label': 'resourceManagementIPAddress', 'color': 'white'}
Resource_CoreRouter_R1,ProductModel_Cisco_Nexus9K,{'label': 'resourceProductModel', 'color': 'white'}
Resource_CoreRouter_R1,Router,{'label': 'resourceType', 'color': 'white'}
Resource_WebSrv01,ProductModel_Dell_R740,{'label': 'resourceProductModel', 'color': 'white'}
Resource_WebSrv01,ApplicationModule_CRM_Frontend,{'label': 'resourceForApplication', 'color': 'white'}
Resource_WebSrv01,Agent_IT_Ops_Team,{'label': 'resourceManagedBy', 'color': 'white'}
Resource_WebSrv01,Locus_Rack_R12_U24,{'label': 'locatedAtLocus', 'color': 'white'}
Resource_WebSrv01,Application_Analytics_Platform,{'label': 'resourceForApplication', 'color': 'white'}
Resource_WebSrv01,192.168.10.10,{'label': 'resourceManagementIPAddress', 'color': 'white'}
Resource_WebSrv01,Server,{'label': 'resourceType', 'color': 'white'}
Resource_WebSrv01,InProduction,{'label': 'resourceUsageState', 'color': 'white'}
ProductModel_Dell_R740,en-us,{'label': 'productManufacturedBy', 'color': 'white'}
Resource_VM_App01,Resource_VirtualHost_ESXi01,{'label': 'clusterController', 'color': 'white'}
Resource_VM_App01,VirtualMachine,{'label': 'resourceType', 'color': 'white'}
Resource_VM_App01,InProduction,{'label': 'resourceUsageState', 'color': 'white'}
Resource_VM_App01,ApplicationModule_CRM_Frontend,{'label': 'resourceForApplication', 'color': 'white'}
Resource_VM_App01,172.16.0.10,{'label': 'resourceManagementIPAddress', 'color': 'white'}
Resource_VM_App01,Up,{'label': 'virtualServerStatus', 'color': 'white'}
Resource_VM_App01,Agent_App_Dev_Team,{'label': 'resourceManagedBy', 'color': 'white'}
Resource_VirtualHost_ESXi01,Server,{'label': 'resourceType', 'color': 'white'}
Resource_VirtualHost_ESXi01,InProduction,{'label': 'resourceUsageState', 'color': 'white'}
Resource_VirtualHost_ESXi01,Agent_IT_Ops_Team,{'label': 'resourceManagedBy', 'color': 'white'}
Resource_VirtualHost_ESXi01,ProductModel_Dell_R740,{'label': 'resourceProductModel', 'color': 'white'}
Resource_VirtualHost_ESXi01,Locus_Rack_R12_U24,{'label': 'locatedAtLocus', 'color': 'white'}
Resource_VirtualHost_ESXi01,192.168.10.20,{'label': 'resourceManagementIPAddress', 'color': 'white'}
Service_CustomerAccess,ApplicationModule_CRM_Frontend,{'label': 'subSystemOf', 'color': 'white'}
Service_CustomerAccess,ApplicationModule_CRM_Backend,{'label': 'subSystemOf', 'color': 'white'}
Service_CustomerAccess,customer-facing,{'label': 'serviceType', 'color': 'white'}
Service_CustomerAccess,Application_CRM_System,{'label': 'subSystemOf', 'color': 'white'}
ApplicationModule_CRM_Frontend,Application_CRM_System,{'label': 'applicationModuleOf', 'color': 'white'}
ApplicationModule_CRM_Frontend,org#OrgUnit_Software_Dev,{'label': 'applicationModuleAdministrationTeam', 'color': 'white'}
ApplicationModule_CRM_Frontend,InProduction,{'label': 'applicationModuleStatus', 'color': 'white'}
ApplicationModule_CRM_Frontend,org#OrgUnit_IT_Infrastructure,{'label': 'applicationModuleSupportTeam', 'color': 'white'}
ApplicationModule_CRM_Frontend,Person_Bob_Johnson,{'label': 'applicationModuleAdministrationLeader', 'color': 'white'}
ApplicationModule_CRM_Frontend,Gold,{'label': 'applicationModuleSlaLevel', 'color': 'white'}
EventRecord_LoginFailure,Application_Monitoring_Platform,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
EventRecord_LoginFailure,Resource_WebSrv01,{'label': 'logOriginatingManagedObject', 'color': 'white'}
EventRecord_LoginFailure,AnomalyPattern_DDoS,{'label': 'relation', 'color': 'white'}
EventRecord_LoginFailure,Warning,{'label': 'alarmSeverity', 'color': 'white'}
EventRecord_LoginFailure,1.2.3.4,{'label': 'logOriginatingAgent', 'color': 'white'}
TroubleTicket_TT001,P1,{'label': 'troubleTicketPriority', 'color': 'white'}
TroubleTicket_TT001,InterruptedService,{'label': 'problemCategory', 'color': 'white'}
TroubleTicket_TT001,Agent_Network_Team,{'label': 'troubleTicketRelatedParty', 'color': 'white'}
TroubleTicket_TT001,EventRecord_TT001_FreezeStart,{'label': 'troubleTicketFreezeItem', 'color': 'white'}
TroubleTicket_TT001,ImmediateIntervention,{'label': 'troubleTicketUrgency', 'color': 'white'}
TroubleTicket_TT001,Resource_CoreRouter_R1,{'label': 'troubleTicketRelatedResource', 'color': 'white'}
TroubleTicket_TT001,EventRecord_NetDown_R1_Gi0_0_1,{'label': 'troubleTicketTrigger', 'color': 'white'}
TroubleTicket_TT001,Critical,{'label': 'troubleTicketSeverity', 'color': 'white'}
TroubleTicket_TT001,ManagedNetwork,{'label': 'problemResponsibility', 'color': 'white'}
TroubleTicket_TT001,Supervision,{'label': 'troubleTicketOrigin', 'color': 'white'}
TroubleTicket_TT001,InProgress,{'label': 'troubleTicketStatusCurrent', 'color': 'white'}
TroubleTicket_TT001,Service_CustomerAccess,{'label': 'troubleTicketRelatedService', 'color': 'white'}
TroubleTicket_TT001,Failure,{'label': 'troubleTicketType', 'color': 'white'}
Agent_IT_Ops_Team,Email,{'label': 'agentPreferredContactMethod', 'color': 'white'}
Agent_IT_Ops_Team,Resource_WebSrv01,{'label': 'agentManagesResource', 'color': 'white'}
Agent_IT_Ops_Team,Resource_DB_Srv01,{'label': 'agentManagesResource', 'color': 'white'}
Resource_LoadBalancer_LB01,InProduction,{'label': 'resourceUsageState', 'color': 'white'}
Resource_LoadBalancer_LB01,10.0.0.3,{'label': 'resourceManagementIPAddress', 'color': 'white'}
Resource_LoadBalancer_LB01,Agent_Network_Team,{'label': 'resourceManagedBy', 'color': 'white'}
Resource_LoadBalancer_LB01,Firewall,{'label': 'resourceType', 'color': 'white'}
Resource_LoadBalancer_LB01,Locus_Rack_R15_U10,{'label': 'locatedAtLocus', 'color': 'white'}
TroubleTicket_TT002,OperationPlan_DB_Optimize,{'label': 'troubleTicketCharacteristic', 'color': 'white'}
TroubleTicket_TT002,ManagedNetwork,{'label': 'problemResponsibility', 'color': 'white'}
TroubleTicket_TT002,InProgress,{'label': 'troubleTicketStatusCurrent', 'color': 'white'}
TroubleTicket_TT002,Major,{'label': 'troubleTicketSeverity', 'color': 'white'}
TroubleTicket_TT002,DeferredIntervention,{'label': 'troubleTicketUrgency', 'color': 'white'}
TroubleTicket_TT002,CorruptedService,{'label': 'problemCategory', 'color': 'white'}
TroubleTicket_TT002,P2,{'label': 'troubleTicketPriority', 'color': 'white'}
TroubleTicket_TT002,ApplicationModule_CRM_Backend,{'label': 'troubleTicketRelatedService', 'color': 'white'}
TroubleTicket_TT002,Resource_DB_Srv01,{'label': 'troubleTicketRelatedResource', 'color': 'white'}
TroubleTicket_TT002,Failure,{'label': 'troubleTicketType', 'color': 'white'}
TroubleTicket_TT002,Agent_App_Dev_Team,{'label': 'troubleTicketRelatedParty', 'color': 'white'}
TroubleTicket_TT002,EventRecord_DB_HighCPU,{'label': 'troubleTicketTrigger', 'color': 'white'}
TroubleTicket_TT002,DocumentAttachment_TT002_QueryLog,{'label': 'hasPart', 'color': 'white'}
TroubleTicket_TT002,Supervision,{'label': 'troubleTicketOrigin', 'color': 'white'}
NetworkLink_LB_WebSrv,Resource_WebSrv01,{'label': 'networkLinkTerminationResourceDestination', 'color': 'white'}
NetworkLink_LB_WebSrv,Agent_Network_Team,{'label': 'resourceManagedBy', 'color': 'white'}
NetworkLink_LB_WebSrv,Resource_LoadBalancer_LB01,{'label': 'networkLinkTerminationResourceOrigin', 'color': 'white'}
Agent_Network_Team,Phone,{'label': 'agentPreferredContactMethod', 'color': 'white'}
Agent_Network_Team,Resource_CoreRouter_R1,{'label': 'agentManagesResource', 'color': 'white'}
Agent_Network_Team,Resource_LoadBalancer_LB01,{'label': 'agentManagesResource', 'color': 'white'}
Agent_App_Dev_Team,Resource_VM_App01,{'label': 'agentManagesResource', 'color': 'white'}
Agent_App_Dev_Team,Email,{'label': 'agentPreferredContactMethod', 'color': 'white'}
Application_CRM_System,Resource_WebSrv01,{'label': 'subSystemOf', 'color': 'white'}
Application_CRM_System,business,{'label': 'applicationType', 'color': 'white'}
Application_CRM_System,Resource_DB_Srv01,{'label': 'subSystemOf', 'color': 'white'}
Application_CRM_System,critical,{'label': 'applicationBusinessImportance', 'color': 'white'}
Application_CRM_System,Agent_App_Dev_Team,{'label': 'elementManagedBy', 'color': 'white'}
Resource_DB_Srv01,ApplicationModule_CRM_Backend,{'label': 'resourceForApplication', 'color': 'white'}
Resource_DB_Srv01,Server,{'label': 'resourceType', 'color': 'white'}
Resource_DB_Srv01,InProduction,{'label': 'resourceUsageState', 'color': 'white'}
Resource_DB_Srv01,Locus_Rack_R12_U25,{'label': 'locatedAtLocus', 'color': 'white'}
Resource_DB_Srv01,192.168.10.11,{'label': 'resourceManagementIPAddress', 'color': 'white'}
