ID	IRI	LABEL
http://pygraf.t/C1	http://pygraf.t/C1	
http://pygraf.t/C10	http://pygraf.t/C10	
http://pygraf.t/C3	http://pygraf.t/C3	
http://pygraf.t/C4	http://pygraf.t/C4	
http://pygraf.t/C5	http://pygraf.t/C5	
http://pygraf.t/C9	http://pygraf.t/C9	
http://pygraf.t/E100	http://pygraf.t/E100	Super Node Alpha
http://pygraf.t/E101	http://pygraf.t/E101	Hub Node Beta
http://pygraf.t/E102	http://pygraf.t/E102	High-degree Node Gamma
http://pygraf.t/E103	http://pygraf.t/E103	Central Node Delta
http://pygraf.t/E104	http://pygraf.t/E104	Connector Node Epsilon
http://pygraf.t/E105	http://pygraf.t/E105	Intermediary Node Zeta
http://pygraf.t/E106	http://pygraf.t/E106	Multiplex Node Eta
http://pygraf.t/E200	http://pygraf.t/E200	Central Node Bridge
http://pygraf.t/E201	http://pygraf.t/E201	Intermediary Node Theta
http://pygraf.t/E202	http://pygraf.t/E202	Connector Node Iota
http://pygraf.t/E203	http://pygraf.t/E203	Intermediary Node Kappa
http://pygraf.t/E204	http://pygraf.t/E204	Intermediary Node Lambda
http://pygraf.t/E205	http://pygraf.t/E205	Multiplex Node Mu
http://pygraf.t/E300	http://pygraf.t/E300	Hub Node Nu
http://pygraf.t/E301	http://pygraf.t/E301	High-degree Node Xi
http://pygraf.t/E302	http://pygraf.t/E302	Connector Node Omicron
http://pygraf.t/E303	http://pygraf.t/E303	Intermediary Node Pi
http://pygraf.t/E304	http://pygraf.t/E304	Intermediary Node Rho
http://pygraf.t/E305	http://pygraf.t/E305	Multiplex Node Sigma
http://pygraf.t/E400	http://pygraf.t/E400	Super Node Tau
http://pygraf.t/E401	http://pygraf.t/E401	Hub Node Upsilon
http://pygraf.t/E402	http://pygraf.t/E402	Connector Node Phi
http://pygraf.t/E403	http://pygraf.t/E403	Intermediary Node Chi
http://pygraf.t/E404	http://pygraf.t/E404	Intermediary Node Psi
http://pygraf.t/E405	http://pygraf.t/E405	Multiplex Node Omega
http://pygraf.t/E500	http://pygraf.t/E500	Super Node Alpha Prime
http://pygraf.t/E5001	http://pygraf.t/E5001	Central Node Bridge 2
http://pygraf.t/E600	http://pygraf.t/E600	Multiplex Node Poly
http://pygraf.t/E700	http://pygraf.t/E700	Multiplex Node Bridge
