ID	IRI	LABEL
http://pygraf.t/CentralNode	http://pygraf.t/CentralNode	Central Node
http://pygraf.t/ConnectorNode	http://pygraf.t/ConnectorNode	Connector Node
http://pygraf.t/E1001	http://pygraf.t/E1001	Node E1001
http://pygraf.t/E1002	http://pygraf.t/E1002	Node E1002
http://pygraf.t/E1003	http://pygraf.t/E1003	Node E1003
http://pygraf.t/E1004	http://pygraf.t/E1004	Relation R10
http://pygraf.t/E1005	http://pygraf.t/E1005	Node E1005
http://pygraf.t/E1006	http://pygraf.t/E1006	Node E1006
http://pygraf.t/E1007	http://pygraf.t/E1007	Node E1007
http://pygraf.t/HighDegreeNode	http://pygraf.t/HighDegreeNode	High-Degree Node
http://pygraf.t/HubNode	http://pygraf.t/HubNode	Hub Node
http://pygraf.t/IntermediaryNode	http://pygraf.t/IntermediaryNode	Intermediary Node
http://pygraf.t/MultiplexNode	http://pygraf.t/MultiplexNode	Multiplex Node
http://pygraf.t/SuperNode	http://pygraf.t/SuperNode	Super Node
