ID	IRI	LABEL
http://pygraf.t/CentralNode	http://pygraf.t/CentralNode	Central Node
http://pygraf.t/ConnectorNode	http://pygraf.t/ConnectorNode	Connector Node
http://pygraf.t/E1001	http://pygraf.t/E1001	Entity 1001
http://pygraf.t/E1002	http://pygraf.t/E1002	Entity 1002
http://pygraf.t/E1003	http://pygraf.t/E1003	Entity 1003
http://pygraf.t/E1004	http://pygraf.t/E1004	Entity 1004
http://pygraf.t/E1005	http://pygraf.t/E1005	Entity 1005
http://pygraf.t/E1006	http://pygraf.t/E1006	Entity 1006
http://pygraf.t/E1007	http://pygraf.t/E1007	Entity 1007
http://pygraf.t/E1010	http://pygraf.t/E1010	Entity 1010
http://pygraf.t/E1011	http://pygraf.t/E1011	Entity 1011
http://pygraf.t/E1012	http://pygraf.t/E1012	Entity 1012
http://pygraf.t/E1013	http://pygraf.t/E1013	Entity 1013
http://pygraf.t/E1014	http://pygraf.t/E1014	Entity 1014
http://pygraf.t/E1015	http://pygraf.t/E1015	Entity 1015
http://pygraf.t/HighDegreeNode	http://pygraf.t/HighDegreeNode	High-Degree Node
http://pygraf.t/HubNode	http://pygraf.t/HubNode	Hub Node
http://pygraf.t/IntermediaryNode	http://pygraf.t/IntermediaryNode	Intermediary Node
http://pygraf.t/MultiplexNode	http://pygraf.t/MultiplexNode	Multiplex Node
http://pygraf.t/SuperNode	http://pygraf.t/SuperNode	Super Node
