ID	IRI	LABEL
http://pygraf.t/C10	http://pygraf.t/C10	
http://pygraf.t/CentralNode	http://pygraf.t/CentralNode	Central Node
http://pygraf.t/ConnectorNode	http://pygraf.t/ConnectorNode	Connector Node
http://pygraf.t/E1001	http://pygraf.t/E1001	Hub Node E1001
http://pygraf.t/E1002	http://pygraf.t/E1002	High Degree Node E1002
http://pygraf.t/E1003	http://pygraf.t/E1003	Central Node E1003
http://pygraf.t/E1004	http://pygraf.t/E1004	Connector Node E1004
http://pygraf.t/E1005	http://pygraf.t/E1005	Intermediary Node E1005
http://pygraf.t/E1006	http://pygraf.t/E1006	Multiplex Node E1006
http://pygraf.t/E1007	http://pygraf.t/E1007	Super Node E1007
http://pygraf.t/E1008	http://pygraf.t/E1008	High Degree Node E1008
http://pygraf.t/E1009	http://pygraf.t/E1009	Central Node E1009
http://pygraf.t/E1010	http://pygraf.t/E1010	Hub Node E1010
http://pygraf.t/HighDegreeNode	http://pygraf.t/HighDegreeNode	High-Degree Node
http://pygraf.t/HubNode	http://pygraf.t/HubNode	Hub Node
http://pygraf.t/IntermediaryNode	http://pygraf.t/IntermediaryNode	Intermediary Node
http://pygraf.t/MultiplexNode	http://pygraf.t/MultiplexNode	Multiplex Node
http://pygraf.t/SuperNode	http://pygraf.t/SuperNode	Super Node
