##################################################
#### Common information for Graph and DiGraph ####
Knowledge Graph : /home/pdooze/DIGITAL_TWIN/gengraphllm/results/synthetics_graphs/2025-08-21/openai/gpt-4.1-nano/merged_graph/merged_graph_2.ttl
Number of Nodes : 147
Number of edges : 167
cumulative number of nodes : 147
degree_histogram : [0, 66, 40, 22, 5, 4, 1, 4, 3, 1, 0, 0, 0, 0, 0, 1]
number of self loop : 0
#### Graph KPIs ####
Graph density : 0.007781194669648681
#### DiGrap KPIs ####
DiGraph density : 0.015562389339297362
Average degree connectivity : {7: 1.9285714285714286, 15: 0.0, 2: 2.525, 1: 0.15151515151515152, 8: 3.3333333333333335, 3: 2.787878787878788, 5: 1.9, 4: 2.05, 6: 1.3333333333333333, 9: 3.2222222222222223}
#### Subject, Object, predicate ####
https://w3id.org/noria/instance/Network1,https://w3id.org/noria/,{'label': 'http://www.w3.org/2000/01/rdf-schema#isDefinedBy'}
https://w3id.org/noria/instance/Network1,https://example.com/org/NetworkOps,{'label': 'https://w3id.org/noria/ontology/resourceManagedBy'}
https://w3id.org/noria/instance/Network1,https://w3id.org/noria/kos/Resource/type/Network,{'label': 'https://w3id.org/noria/ontology/resourceType'}
https://w3id.org/noria/instance/Network1,https://w3id.org/noria/instance/Event2,{'label': 'https://w3id.org/noria/ontology/logOriginatingManagedObject'}
https://w3id.org/noria/instance/Network1,https://group.example.com/teams/NetworkOps_extra_node_1,{'label': 'https://w3id.org/noria/ontology/elementManagedBy'}
https://w3id.org/noria/instance/Network1,https://example.com/locus/ServerRoom314,{'label': 'https://w3id.org/noria/ontology/locatedAtLocus'}
https://w3id.org/noria/instance/Network1,https://w3id.org/noria/instance/Locus1,{'label': 'https://w3id.org/noria/ontology/locatedAtLocus'}
https://w3id.org/noria/,https://w3id.org/noria/instance/Locus1,{'label': 'http://www.w3.org/2000/01/rdf-schema#isDefinedBy'}
https://w3id.org/noria/,https://w3id.org/noria/instance/TroubleTicket1,{'label': 'http://www.w3.org/2000/01/rdf-schema#isDefinedBy'}
https://w3id.org/noria/,https://w3id.org/noria/instance/Link1_extra_node_0,{'label': 'http://www.w3.org/2000/01/rdf-schema#isDefinedBy'}
https://w3id.org/noria/,https://w3id.org/noria/instance/Resource3,{'label': 'http://www.w3.org/2000/01/rdf-schema#isDefinedBy'}
https://w3id.org/noria/,https://w3id.org/noria/instance/Service2,{'label': 'http://www.w3.org/2000/01/rdf-schema#isDefinedBy'}
https://w3id.org/noria/,https://w3id.org/noria/instance/Event1_extra_node_0,{'label': 'http://www.w3.org/2000/01/rdf-schema#isDefinedBy'}
https://w3id.org/noria/,https://w3id.org/noria/instance/Locus3,{'label': 'http://www.w3.org/2000/01/rdf-schema#isDefinedBy'}
https://w3id.org/noria/,https://w3id.org/noria/instance/Locus2,{'label': 'http://www.w3.org/2000/01/rdf-schema#isDefinedBy'}
https://w3id.org/noria/,https://w3id.org/noria/instance/Service1,{'label': 'http://www.w3.org/2000/01/rdf-schema#isDefinedBy'}
https://w3id.org/noria/,https://w3id.org/noria/instance/Event2,{'label': 'http://www.w3.org/2000/01/rdf-schema#isDefinedBy'}
https://w3id.org/noria/,https://group.example.com/teams/SecurityTeam,{'label': 'http://www.w3.org/2000/01/rdf-schema#isDefinedBy'}
https://w3id.org/noria/,https://w3id.org/noria/instance/Resource2,{'label': 'http://www.w3.org/2000/01/rdf-schema#isDefinedBy'}
https://w3id.org/noria/,https://group.example.com/teams/NetworkOps_extra_node_1,{'label': 'http://www.w3.org/2000/01/rdf-schema#isDefinedBy'}
https://w3id.org/noria/,https://w3id.org/noria/instance/TroubleTicket2,{'label': 'http://www.w3.org/2000/01/rdf-schema#isDefinedBy'}
https://example.com/superNode,https://example.com/observable/SuperNodeLoad,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable'}
https://example.com/superNode,https://example.com/NetworkManagement,{'label': 'https://w3id.org/noria/ontology/elementManagedBy'}
https://example.com/SuperNode1,https://example.com/SuperNodeStatus,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable'}
https://example.com/SuperNode1,https://example.com/connectedTo,{'label': 'https://w3id.org/noria/ontology/elementProperty'}
https://w3id.org/noria/instance/TroubleTicket2,https://w3id.org/noria/instance/Resource1,{'label': 'https://w3id.org/noria/ontology/troubleTicketRelatedResource'}
https://w3id.org/noria/instance/TroubleTicket2,https://w3id.org/noria/kos/TroubleTicket/status#InProgress,{'label': 'https://w3id.org/noria/ontology/troubleTicketStatusCurrent'}
https://w3id.org/noria/instance/TroubleTicket2,https://group.example.com/teams/NetworkOps_extra_node_1,{'label': 'https://w3id.org/noria/ontology/troubleTicketRelatedParty'}
https://w3id.org/noria/instance/TroubleTicket2,https://w3id.org/noria/instance/Service2,{'label': 'https://w3id.org/noria/ontology/troubleTicketImpacts'}
https://w3id.org/noria/instance/TroubleTicket2,https://w3id.org/noria/kos/TroubleTicket/severity#Major_extra_node_0,{'label': 'https://w3id.org/noria/ontology/troubleTicketSeverity'}
https://w3id.org/noria/instance/TroubleTicket2,https://w3id.org/noria/kos/TroubleTicket/type#Performance,{'label': 'https://w3id.org/noria/ontology/troubleTicketType'}
https://w3id.org/noria/instance/TroubleTicket2,https://w3id.org/noria/kos/TroubleTicket/urgency#Immediate,{'label': 'https://w3id.org/noria/ontology/troubleTicketUrgency'}
https://w3id.org/noria/instance/Resource1,https://w3id.org/noria/instance/Link1_extra_node_0,{'label': 'https://w3id.org/noria/ontology/networkLinkTerminationResource'}
https://w3id.org/noria/instance/Resource1,https://w3id.org/noria/instance/Service2,{'label': 'https://w3id.org/noria/ontology/resourceForApplication'}
https://example.com/PowerAlert,https://example.com/DataCenter,{'label': 'https://w3id.org/noria/ontology/troubleTicketImpacts'}
https://example.com/PowerAlert,https://example.com/MajorSeverity,{'label': 'https://w3id.org/noria/ontology/troubleTicketSeverity'}
https://example.com/PowerAlert,https://example.com/PowerAlert-Impact,{'label': 'http://www.w3.org/2000/01/rdf-schema#domain'}
https://example.com/DataCenter,https://example.com/DataCenter-ManagedBy,{'label': 'http://www.w3.org/2000/01/rdf-schema#domain'}
https://example.com/DataCenter,https://example.com/PowerAlert-Impact,{'label': 'http://www.w3.org/2000/01/rdf-schema#range'}
https://example.com/DataCenter,https://example.com/PowerUsage,{'label': 'https://w3id.org/noria/ontology/structuralElementObservableData'}
https://example.com/DataCenter,https://example.com/DC-eth1,{'label': 'https://w3id.org/noria/ontology/networkInterfaceOf'}
https://example.com/multiplexNode,https://example.com/observable/DataStreamQuality,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable'}
https://example.com/multiplexNode,https://example.com/NetworkOps_extra_node_0Team,{'label': 'https://w3id.org/noria/ontology/elementManagedBy'}
https://example.com/org/NetworkOps,https://example.com/agent/TechTeam,{'label': 'http://www.w3.org/2000/01/rdf-schema#seeAlso'}
https://example.com/org/NetworkOps,https://example.com/resource/Switch1,{'label': 'https://w3id.org/noria/ontology/resourceManagedBy'}
https://example.com/org/NetworkOps,https://w3id.org/noria/instance/Resource2,{'label': 'https://w3id.org/noria/ontology/resourceManagedBy'}
https://example.com/CentralNode,https://example.com/TrafficObservable,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable'}
https://example.com/CentralNode,https://example.com/TrafficVolume,{'label': 'https://w3id.org/noria/ontology/structuralElementObservableData'}
https://example.com/CentralNode,https://example.com/DataCenterOps,{'label': 'https://w3id.org/noria/ontology/elementManagedBy'}
https://example.com/MultiplexNode,https://example.com/StreamCount,{'label': 'https://w3id.org/noria/ontology/structuralElementObservableData'}
https://example.com/MultiplexNode,https://example.com/StreamObservable,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable'}
https://example.com/MultiplexNode,https://example.com/NetworkTeam_extra_node_0,{'label': 'https://w3id.org/noria/ontology/elementManagedBy'}
https://example.com/Application/CRMSystem,https://kos/application/business-importance/high,{'label': 'https://w3id.org/noria/ontology/applicationBusinessImportance'}
https://example.com/Application/CRMSystem,https://example.com/Resource/CRMServer,{'label': 'https://w3id.org/noria/ontology/resourceForApplication'}
https://example.com/Application/CRMSystem,https://kos/application/type/customer-facing,{'label': 'https://w3id.org/noria/ontology/applicationType'}
https://example.com/Application/CRMSystem,https://w3id.org/noria/kos/application/sla-level/Gold,{'label': 'https://w3id.org/noria/ontology/applicationSlaLevel'}
https://w3id.org/noria/instance/TroubleTicket1,https://w3id.org/noria/kos/TroubleTicket/status#InProgress,{'label': 'https://w3id.org/noria/ontology/troubleTicketStatusCurrent'}
https://w3id.org/noria/instance/TroubleTicket1,https://w3id.org/noria/kos/TroubleTicket/type#Failure,{'label': 'https://w3id.org/noria/ontology/troubleTicketType'}
https://w3id.org/noria/instance/TroubleTicket1,https://w3id.org/noria/instance/Link1_extra_node_0,{'label': 'https://w3id.org/noria/ontology/troubleTicketRelatedResource'}
https://w3id.org/noria/instance/TroubleTicket1,https://group.example.com/teams/NetworkOps_extra_node_1,{'label': 'https://w3id.org/noria/ontology/troubleTicketRelatedParty'}
https://w3id.org/noria/instance/TroubleTicket1,https://w3id.org/noria/instance/Service1,{'label': 'https://w3id.org/noria/ontology/troubleTicketImpacts'}
https://w3id.org/noria/instance/TroubleTicket1,https://w3id.org/noria/kos/TroubleTicket/urgency#Immediate,{'label': 'https://w3id.org/noria/ontology/troubleTicketUrgency'}
https://w3id.org/noria/instance/TroubleTicket1,https://w3id.org/noria/kos/TroubleTicket/severity#Major_extra_node_0,{'label': 'https://w3id.org/noria/ontology/troubleTicketSeverity'}
https://w3id.org/noria/instance/Link1,https://example.com/resource/Switch1,{'label': 'https://w3id.org/noria/ontology/networkLinkTerminationResource'}
https://w3id.org/noria/instance/Link1,https://w3id.org/noria/instance/Interface1,{'label': 'https://w3id.org/noria/ontology/networkInterfaceConnects'}
https://w3id.org/noria/instance/Link1,https://example.com/resource/Router1,{'label': 'https://w3id.org/noria/ontology/networkLinkTerminationResourceOrigin'}
https://example.com/resource/Switch1,https://w3id.org/noria/kos/Resource/type/Switch,{'label': 'https://w3id.org/noria/ontology/resourceType'}
https://example.com/resource/Switch1,https://example.com/locus/ServerRoom314,{'label': 'https://w3id.org/noria/ontology/locatedAtLocus'}
https://example.com/HubNode1,https://example.com/NetworkTeam,{'label': 'https://w3id.org/noria/ontology/elementManagedBy'}
https://example.com/HubNode1,https://example.com/connectedTo,{'label': 'https://w3id.org/noria/ontology/elementProperty'}
https://example.com/HighDegreeNode1,https://example.com/RouterStatus,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable'}
https://example.com/HighDegreeNode1,https://example.com/NetworkSwitch,{'label': 'https://w3id.org/noria/ontology/structuralObservableOf'}
https://example.com/HighDegreeNode1,https://example.com/connectedTo,{'label': 'https://w3id.org/noria/ontology/elementProperty'}
https://example.com/NetworkInterface/eth1,https://example.com/Resource/VirtualServer1,{'label': 'https://w3id.org/noria/ontology/networkInterfaceOf'}
https://example.com/NetworkInterface/eth1,https://example.com/NetworkLink/Link2,{'label': 'https://w3id.org/noria/ontology/networkInterfaceConnects'}
https://example.com/Resource/VirtualServer1,https://example.com/ProductModel/ModelY,{'label': 'https://w3id.org/noria/ontology/resourceProductModel'}
https://example.com/Resource/VirtualServer1,https://example.com/Locus/ServerRack5,{'label': 'https://w3id.org/noria/ontology/locatedAtLocus'}
https://example.com/Resource/VirtualServer1,https://example.com/NetworkLink/Link2,{'label': 'https://w3id.org/noria/ontology/networkLinkTerminationResource'}
https://example.com/Resource/VirtualServer1,https://w3id.org/noria/kos/Resource/LifecycleState/operational,{'label': 'https://w3id.org/noria/ontology/resourceUsageState'}
https://example.com/Resource/VirtualServer1,https://w3id.org/noria/kos/Resource/type/virtual-server,{'label': 'https://w3id.org/noria/ontology/resourceType'}
https://example.com/Resource/VirtualServer1,https://example.com/Org/CloudOps,{'label': 'https://w3id.org/noria/ontology/resourceManagedBy'}
https://w3id.org/noria/instance/Event2,https://group.example.com/teams/NetworkOps_extra_node_1,{'label': 'https://w3id.org/noria/ontology/logOriginatingManagementSystem'}
https://example.com/MuxNode1,https://example.com/StreamLoad,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable'}
https://example.com/MuxNode1,https://example.com/connectedTo,{'label': 'https://w3id.org/noria/ontology/elementProperty'}
https://example.com/SuperNode,https://example.com/SuperNodeCapacityObservable,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable'}
https://example.com/SuperNode,https://example.com/SuperNodeCapacity,{'label': 'https://w3id.org/noria/ontology/structuralElementObservableData'}
https://example.com/SuperNode,https://example.com/NetworkManagement,{'label': 'https://w3id.org/noria/ontology/elementManagedBy'}
https://example.com/HighDegreeNode,https://example.com/NetworkOperationsTeam,{'label': 'https://w3id.org/noria/ontology/elementManagedBy'}
https://example.com/HighDegreeNode,https://example.com/ConnectionCount,{'label': 'https://w3id.org/noria/ontology/structuralElementObservableData'}
https://example.com/NetworkOperationsTeam,https://example.com/hubNode1,{'label': 'https://w3id.org/noria/ontology/elementManagedBy'}
https://example.com/DataCenter-ManagedBy,https://example.com/DataCenterManager,{'label': 'http://www.w3.org/2000/01/rdf-schema#range'}
https://example.com/NetworkLink/Link2,https://example.com/Resource/DataCenter1,{'label': 'https://w3id.org/noria/ontology/networkLinkTerminationResourceOrigin'}
https://example.com/agent/TechTeam,https://w3id.org/noria/instance/Event1,{'label': 'https://w3id.org/noria/ontology/logOriginatingAgent'}
https://example.com/NetworkLink/Link1,https://example.com/Resource/BackupSite,{'label': 'https://w3id.org/noria/ontology/networkLinkTerminationResourceOrigin'}
https://example.com/NetworkLink/Link1,https://example.com/Resource/DataCenter1,{'label': 'https://w3id.org/noria/ontology/networkLinkTerminationResource'}
https://example.com/NetworkLink/Link1,https://example.com/NetworkInterface/eth0,{'label': 'https://w3id.org/noria/ontology/networkInterfaceConnects'}
https://example.com/Event1-Response,https://example.com/Event1,{'label': 'http://www.w3.org/2000/01/rdf-schema#domain'}
https://example.com/Event1-Response,https://example.com/IncidentResponse,{'label': 'http://www.w3.org/2000/01/rdf-schema#range'}
https://example.com/Event1,https://example.com/Event1-Resource,{'label': 'http://www.w3.org/2000/01/rdf-schema#domain'}
https://example.com/Event1,https://example.com/CriticalSeverity,{'label': 'https://w3id.org/noria/ontology/alarmSeverity'}
https://example.com/Event1,https://example.com/Link1_extra_node_1,{'label': 'https://w3id.org/noria/ontology/logOriginatingManagedObject'}
https://example.com/Event1,https://example.com/NMS_extra_node_0,{'label': 'https://w3id.org/noria/ontology/logOriginatingManagementSystem'}
https://example.com/centralNode,https://example.com/ITSupport_extra_node_0,{'label': 'https://w3id.org/noria/ontology/elementManagedBy'}
https://example.com/centralNode,https://example.com/observable/LinkStatus,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable'}
https://example.com/ITSupport_extra_node_0,https://example.com/intermediaryNode,{'label': 'https://w3id.org/noria/ontology/elementManagedBy'}
https://example.com/ConnectorNode,https://example.com/SecurityTeam,{'label': 'https://w3id.org/noria/ontology/elementManagedBy'}
https://example.com/ConnectorNode,https://example.com/FirewallStatus,{'label': 'https://w3id.org/noria/ontology/structuralElementObservableData'}
https://example.com/ConnectorNode,https://example.com/FirewallStatusObservable,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable'}
https://w3id.org/noria/instance/Link1_extra_node_0,https://w3id.org/noria/instance/Resource3,{'label': 'https://w3id.org/noria/ontology/networkLinkTerminationResourceDestination'}
https://w3id.org/noria/instance/Link1_extra_node_0,https://w3id.org/noria/instance/Event1_extra_node_0,{'label': 'https://w3id.org/noria/ontology/logOriginatingManagedObject'}
https://w3id.org/noria/instance/Resource3,https://group.example.com/teams/NetworkOps_extra_node_1,{'label': 'https://w3id.org/noria/ontology/elementManagedBy'}
https://w3id.org/noria/instance/Resource3,https://w3id.org/noria/instance/Locus3,{'label': 'https://w3id.org/noria/ontology/locatedAtLocus'}
https://example.com/CentralNode1,https://example.com/SwitchLoad,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable'}
https://example.com/CentralNode1,https://example.com/connectedTo,{'label': 'https://w3id.org/noria/ontology/elementProperty'}
https://example.com/Resource/CRMServer,https://example.com/ProductModel/ModelZ,{'label': 'https://w3id.org/noria/ontology/resourceProductModel'}
https://example.com/Resource/CRMServer,https://w3id.org/noria/kos/Resource/type/server,{'label': 'https://w3id.org/noria/ontology/resourceType'}
https://example.com/Resource/CRMServer,https://example.com/Org/ITSupport,{'label': 'https://w3id.org/noria/ontology/resourceManagedBy'}
https://example.com/Resource/CRMServer,https://w3id.org/noria/kos/Resource/LifecycleState/operational,{'label': 'https://w3id.org/noria/ontology/resourceUsageState'}
https://example.com/Resource/CRMServer,https://example.com/Locus/ServerRoom314,{'label': 'https://w3id.org/noria/ontology/locatedAtLocus'}
https://example.com/high_extra_node_0DegreeNode2,https://example.com/NetworkOps_extra_node_0Team,{'label': 'https://w3id.org/noria/ontology/elementManagedBy'}
https://example.com/high_extra_node_0DegreeNode2,https://example.com/observable/TrafficLoad,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable'}
https://example.com/NetworkOps_extra_node_0Team,https://example.com/high_extra_node_0DegreeNode1,{'label': 'https://w3id.org/noria/ontology/elementManagedBy'}
https://w3id.org/noria/instance/Service1,https://w3id.org/noria/instance/Resource2,{'label': 'https://w3id.org/noria/ontology/resourceForApplication'}
https://w3id.org/noria/instance/Resource2,https://group.example.com/teams/SecurityTeam,{'label': 'https://w3id.org/noria/ontology/elementManagedBy'}
https://w3id.org/noria/instance/Resource2,https://w3id.org/noria/instance/Locus2,{'label': 'https://w3id.org/noria/ontology/locatedAtLocus'}
https://w3id.org/noria/instance/Resource2,https://example.com/locus/ServerRoom314,{'label': 'https://w3id.org/noria/ontology/locatedAtLocus'}
https://w3id.org/noria/instance/Resource2,https://w3id.org/noria/instance/Interface1,{'label': 'https://w3id.org/noria/ontology/networkInterfaceOf'}
https://w3id.org/noria/instance/Resource2,https://w3id.org/noria/kos/Resource/type/Router,{'label': 'https://w3id.org/noria/ontology/resourceType'}
https://w3id.org/noria/instance/Resource2,https://example.com/model/ModelX,{'label': 'https://w3id.org/noria/ontology/resourceProductModel'}
https://w3id.org/noria/instance/Event1,https://example.com/sys/NMS1,{'label': 'https://w3id.org/noria/ontology/logOriginatingManagementSystem'}
https://w3id.org/noria/instance/Event1,https://w3id.org/noria/instance/Interface1,{'label': 'https://w3id.org/noria/ontology/logOriginatingManagedObject'}
https://example.com/Resource/DataCenter1,https://w3id.org/noria/kos/Resource/type/data-center,{'label': 'https://w3id.org/noria/ontology/resourceType'}
https://example.com/Resource/DataCenter1,https://example.com/Org/ITSupport,{'label': 'https://w3id.org/noria/ontology/resourceManagedBy'}
https://example.com/Resource/DataCenter1,https://example.com/ProductModel/ModelX,{'label': 'https://w3id.org/noria/ontology/resourceProductModel'}
https://example.com/Resource/DataCenter1,https://w3id.org/noria/kos/Resource/LifecycleState/operational,{'label': 'https://w3id.org/noria/ontology/resourceUsageState'}
https://example.com/Resource/DataCenter1,https://example.com/NetworkInterface/eth0,{'label': 'https://w3id.org/noria/ontology/networkInterfaceOf'}
https://example.com/Resource/DataCenter1,https://example.com/Locus/Room314,{'label': 'https://w3id.org/noria/ontology/locatedAtLocus'}
https://group.example.com/teams/NetworkOps_extra_node_1,https://w3id.org/noria/instance/Event1_extra_node_0,{'label': 'https://w3id.org/noria/ontology/logOriginatingManagementSystem'}
https://example.com/ChangeRequest/CR-2023-10-01,https://example.com/Resource/Router1,{'label': 'https://w3id.org/noria/ontology/changeRequestImpact'}
https://example.com/ChangeRequest/CR-2023-10-01,https://example.com/Org/NetworkTeam,{'label': 'https://w3id.org/noria/ontology/changeRequestInitiatorParty'}
https://example.com/ChangeRequest/CR-2023-10-01,https://skos.org/noria/status/Completed,{'label': 'https://w3id.org/noria/ontology/changeRequestStatusCurrent'}
https://example.com/Resource/Router1,https://example.com/EventRecord/Incident123,{'label': 'https://w3id.org/noria/ontology/logOriginatingManagedObject'}
https://example.com/connectedTo,https://example.com/ConnectorNode1,{'label': 'https://w3id.org/noria/ontology/elementProperty'}
https://example.com/connectedTo,https://example.com/IntermediaryNode1,{'label': 'https://w3id.org/noria/ontology/elementProperty'}
https://example.com/ConnectorNode1,https://example.com/FirewallStatus,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable'}
https://example.com/Event1-Resource,https://example.com/Link1_extra_node_1,{'label': 'http://www.w3.org/2000/01/rdf-schema#range'}
https://example.com/connectorNode,https://example.com/observable/FirewallStatus_extra_node_0,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable'}
https://example.com/connectorNode,https://example.com/SecurityTeam_extra_node_0,{'label': 'https://w3id.org/noria/ontology/elementManagedBy'}
https://example.com/MajorSeverity,file:///home/pdooze/DIGITAL_TWIN/gengraphllm/results/synthetics_graphs/2025-08-21/openai/gpt-4.1-nano/merged_graph/Notification/Severity/PerceivedSeverity,{'label': 'http://www.w3.org/2004/02/skos/core#inScheme'}
https://example.com/high_extra_node_0DegreeNode1,https://example.com/observable/PortStatus,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable'}
https://example.com/DC-eth1,https://example.com/Link1_extra_node_1,{'label': 'https://w3id.org/noria/ontology/networkInterfaceConnects'}
https://example.com/Router1_extra_node_0,https://example.com/NetworkOpsTeam,{'label': 'https://w3id.org/noria/ontology/elementManagedBy'}
https://example.com/Router1_extra_node_0,https://example.com/Router1_extra_node_0-eth0,{'label': 'https://w3id.org/noria/ontology/networkInterfaceOf'}
https://example.com/EventRecord/Incident123,https://skos.org/Notification/Severity/Major,{'label': 'https://w3id.org/noria/ontology/alarmSeverity'}
https://example.com/EventRecord/Incident123,https://example.com/Procedure/RestartInterface,{'label': 'https://w3id.org/noria/ontology/alarmProposedRepairAction'}
