##################################################
Knowledge Graph : /home/pdooze/DIGITAL_TWIN/gengraphllm/results/synthetics_graphs/prompt_optim/S4_1/2025-10-23_second/vertex_ai/gemini-2.5-flash/4_1_prompt_fully_created_by_AI_2025-10-23_15-49-07_Noria.ttl
Number of Nodes : 148
Number of edges : 257
cumulative number of nodes : 148
degree_histogram : [0, 73, 19, 11, 11, 5, 5, 5, 3, 2, 3, 2, 0, 0, 2, 4, 1, 0, 0, 2]
number of self loop : 0
####  KPIs ####
DiGraph density : 0.01181283324140467
cumulative density : 0.01181283324140467
Average degree connectivity : {3: 2.3333333333333335, 1: 0.3150684931506849, 4: 5.840909090909091, 6: 5.433333333333334, 7: 3.942857142857143, 11: 4.045454545454546, 19: 4.473684210526316, 10: 4.833333333333333, 15: 3.2333333333333334, 2: 1.105263157894737, 16: 4.1875, 9: 5.444444444444445, 8: 1.9583333333333333, 14: 2.8214285714285716, 5: 3.4}
#### Subject, Object, predicate ####
OperationPlan_DNSFailover,ActionPreCondition_DNSUnreachable,{'label': 'operationPlanPreCondition', 'color': 'white'}
OperationPlan_DNSFailover,ActionPostCondition_DNSServiceRestored,{'label': 'operationPlanPostCondition', 'color': 'white'}
NetworkInterface_WebSrv01_Eth0,NetworkLink_Web_DB,{'label': 'networkInterfaceConnects', 'color': 'white'}
NetworkInterface_WebSrv01_Eth0,Up,{'label': 'networkInterfaceAdministrativeStatus', 'color': 'white'}
NetworkInterface_WebSrv01_Eth0,Resource_WebSrv01,{'label': 'networkInterfaceOf', 'color': 'white'}
NetworkInterface_WebSrv01_Eth0,Virtual,{'label': 'networkInterfaceType', 'color': 'white'}
NetworkLink_Web_DB,Resource_WebSrv01,{'label': 'networkLinkTerminationResourceOrigin', 'color': 'white'}
NetworkLink_Web_DB,Resource_DBServer01,{'label': 'networkLinkTerminationResourceDestination', 'color': 'white'}
NetworkLink_Web_DB,Agent_AppDevTeam,{'label': 'resourceManagedBy', 'color': 'white'}
Application_MonitoringSystem,infrastructure,{'label': 'applicationType', 'color': 'white'}
Application_MonitoringSystem,Medium,{'label': 'applicationBusinessImportance', 'color': 'white'}
Application_MonitoringSystem,Agent_NetworkOps,{'label': 'elementManagedBy', 'color': 'white'}
OperationPlan_RouterFirmwareUpdate,ActionPostCondition_RouterFirmwareUpdated,{'label': 'operationPlanPostCondition', 'color': 'white'}
OperationPlan_RouterFirmwareUpdate,ActionPreCondition_MaintenanceWindow,{'label': 'operationPlanPreCondition', 'color': 'white'}
ChangeRequest_DBMigration,Service_InternalDBAccess,{'label': 'changeRequestImpact', 'color': 'white'}
ChangeRequest_DBMigration,OperationPlan_DBMigration,{'label': 'actionCorrelatedOperationPlan', 'color': 'white'}
ChangeRequest_DBMigration,Agent_AppDevTeam,{'label': 'changeRequestActorParty', 'color': 'white'}
ChangeRequest_DBMigration,Agent_JaneSmith,{'label': 'changeRequestPilotParty', 'color': 'white'}
ChangeRequest_DBMigration,PlatformUpgrade,{'label': 'changeRequestChangeCause', 'color': 'white'}
ChangeRequest_DBMigration,Resource_DBServer01,{'label': 'changeRequestImpact', 'color': 'white'}
ChangeRequest_DBMigration,Application_WebApp,{'label': 'changeRequestImpact', 'color': 'white'}
ChangeRequest_DBMigration,DatabaseMigration,{'label': 'changeRequestSpecification', 'color': 'white'}
ChangeRequest_DBMigration,Major,{'label': 'changeRequestType', 'color': 'white'}
ChangeRequest_DBMigration,Approved,{'label': 'changeRequestStatusCurrent', 'color': 'white'}
ChangeRequest_DBMigration,InternalIntervention,{'label': 'changeRequestCategory', 'color': 'white'}
Service_InternalDBAccess,Agent_AppDevTeam,{'label': 'elementManagedBy', 'color': 'white'}
Service_InternalDBAccess,ApplicationModule_WebApp_Prod,{'label': 'subSystem', 'color': 'white'}
Service_InternalDBAccess,ResourceFacingService,{'label': 'serviceType', 'color': 'white'}
Service_InternalDBAccess,Resource_DBServer01,{'label': 'subSystem', 'color': 'white'}
Service_InternalDBAccess,Resource_WebSrv01,{'label': 'subSystem', 'color': 'white'}
TroubleTicket_WebAppSlow,PerformanceIssue,{'label': 'troubleTicketType', 'color': 'white'}
TroubleTicket_WebAppSlow,Resource_DBServer01,{'label': 'troubleTicketImpacts', 'color': 'white'}
TroubleTicket_WebAppSlow,Agent_JaneSmith,{'label': 'troubleTicketRelatedParty', 'color': 'white'}
TroubleTicket_WebAppSlow,DatabaseOverload,{'label': 'problemCategory', 'color': 'white'}
TroubleTicket_WebAppSlow,EventRecord_DBHighLoad,{'label': 'troubleTicketTrigger', 'color': 'white'}
TroubleTicket_WebAppSlow,Resource_WebSrv01,{'label': 'troubleTicketImpacts', 'color': 'white'}
TroubleTicket_WebAppSlow,Application_WebApp,{'label': 'troubleTicketImpacts', 'color': 'white'}
